domain,link,play_count,name,score
sohu,http://tv.sohu.com/item/MTE5ODAzNw==.html,856498708,妻子的谎言（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5OTQzMA==.html,249107287,生死连,8.0
sohu,http://tv.sohu.com/item/MTIwNDA5NQ==.html,138835117,嫂子嫂子,5.0
sohu,http://tv.sohu.com/item/MTIwMjUyNA==.html,5719785,夺宝传奇,7.0
sohu,http://tv.sohu.com/item/MTIwMzcyMg==.html,157595016,俺娘田小草,6.0
sohu,http://tv.sohu.com/item/MTA5ODMwMA==.html,87443079,青岛往事,8.0
sohu,http://tv.sohu.com/item/MTIwMzEwNQ==.html,4682278,孤雁,7.0
sohu,http://tv.sohu.com/item/MTIwMzQ4NA==.html,149575919,激战（卫视版）,5.0
sohu,http://tv.sohu.com/item/MTE5ODIzMA==.html,401940482,平凡的世界（卫视版）,6.0
sohu,http://tv.sohu.com/item/MTE5NzMxMQ==.html,515631349,秦时明月（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTIwMjQwMA==.html,233135741,拥抱星星的月亮,9.0
sohu,http://tv.sohu.com/item/MTE5NjY4Mg==.html,482479848,北上广不相信眼泪,8.0
sohu,http://tv.sohu.com/item/MTE5OTMyMQ==.html,877606954,特警力量（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTIwMDA3Ng==.html,28597517,克拉恋人（TV版）,8.0
sohu,http://tv.sohu.com/item/MTIwMzMwNA==.html,1153783993,大秧歌,8.0
sohu,http://tv.sohu.com/item/MTE3NjgzOA==.html,674044432,锦绣缘华丽冒险（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5Nzk3OA==.html,143837175,野山鹰,6.0
sohu,http://tv.sohu.com/item/MTIwMzA1OQ==.html,291057566,极品女士第4季,8.0
sohu,http://tv.sohu.com/item/MTIwMzc1NA==.html,315316404,匆匆那年：好久不见,7.0
sohu,http://tv.sohu.com/item/MTE5ODI0NQ==.html,675034097,封神英雄榜 第二部（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5NzM0NQ==.html,1221299988,何以笙箫默（未删减版）,9.0
sohu,http://tv.sohu.com/item/MTE5ODI1NA==.html,732760735,伪装者（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5NDMzMQ==.html,2686877693,花千骨（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5ODE2OA==.html,1364636722,屌丝男士第4季,9.0
sohu,http://tv.sohu.com/item/MTE5OTczMQ==.html,1522743310,他来了，请闭眼（搜狐版）,9.0
sohu,http://tv.sohu.com/item/MTE5OTU5MA==.html,1280260086,无心法师,9.0
sohu,http://tv.sohu.com/item/MTE3NzM3NA==.html,1043075017,琅琊榜,9.0
sohu,http://tv.sohu.com/item/MTIwNjI0MA==.html,314506605,解密（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTIwNzk0OA==.html,393538193,器灵,8.0
sohu,http://tv.sohu.com/item/MTIwNTAzMg==.html,318647830,情谜睡美人,7.0
sohu,http://tv.sohu.com/item/MTIwODkzNg==.html,35533228,真心想让你幸福,9.0
sohu,http://tv.sohu.com/item/MTIwNzEyOQ==.html,110285213,猎刃,7.0
sohu,http://tv.sohu.com/item/MTIwNDE2NA==.html,17374077,狐影,6.0
sohu,http://tv.sohu.com/item/MTE5OTc0NQ==.html,51777325,无名者,7.0
sohu,http://tv.sohu.com/item/MTIwMzUzNQ==.html,300229544,小别离,8.0
sohu,http://tv.sohu.com/item/MTIwNTk5Nw==.html,271487220,贴身校花,8.0
sohu,http://tv.sohu.com/item/MTIwMzQxNQ==.html,577728748,麻雀（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTIwMzUzNA==.html,464376410,胭脂,8.0
sohu,http://tv.sohu.com/item/MTIwNjY4Nw==.html,270438931,警花与警犬,8.0
sohu,http://tv.sohu.com/item/MTIwNzA5MQ==.html,261461524,中国式关系,8.0
sohu,http://tv.sohu.com/item/MjA5MDUy.html,383515228,好家伙,9.0
sohu,http://tv.sohu.com/item/MTIwNTkxMQ==.html,109755367,三妹,7.0
sohu,http://tv.sohu.com/item/MTIwNjc3OA==.html,179897398,不可能完成的任务,6.0
sohu,http://tv.sohu.com/item/MTIwNDM5Ng==.html,68551845,追婚记,7.0
sohu,http://tv.sohu.com/item/MTIwNTI5Nw==.html,86563477,老公们的私房钱,7.0
sohu,http://tv.sohu.com/item/MTE5OTA2NQ==.html,160868425,炮神,6.0
sohu,http://tv.sohu.com/item/MTIwNjUzMg==.html,322690778,放弃我，抓紧我（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTIwOTEyNw==.html,93326887,黑狐之风影,7.0
sohu,http://tv.sohu.com/item/MTIwODIxNQ==.html,198932998,寒山令,6.0
sohu,http://tv.sohu.com/item/MTIwNDg5Ng==.html,1169652185,欢乐颂,9.0
sohu,http://tv.sohu.com/item/MTIwMzEyOA==.html,140317273,伏击,4.0
sohu,http://tv.sohu.com/item/MTIwODkzNA==.html,64780437,小草青青,5.0
sohu,http://tv.sohu.com/item/MTIwNjEwMg==.html,155235439,再见，老婆大人,7.0
sohu,http://tv.sohu.com/item/MTIwNTI4Mg==.html,494946031,新边城浪子,8.0
sohu,http://tv.sohu.com/item/MTIwODY2MQ==.html,343879140,屏里狐,8.0
sohu,http://tv.sohu.com/item/MTIwMzU3NA==.html,639962993,亲爱的，公主病,9.0
sohu,http://tv.sohu.com/item/MTIwNzQzNw==.html,1560039355,法医秦明,9.0
sohu,http://tv.sohu.com/item/MTIwOTg4Ng==.html,39725,真爱的谎言之破冰者,
sohu,http://tv.sohu.com/item/MTIwOTg3NQ==.html,13703,春风十里不如你,
sohu,http://tv.sohu.com/item/MTIxMDMzNw==.html,221235,降龙伏虎小济公 第二季,
sohu,http://tv.sohu.com/item/MTIwOTU5OQ==.html,84495372,于成龙,8.0
sohu,http://tv.sohu.com/item/MTIwODc4NA==.html,202490862,北上广依然相信爱情（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTIwNjY0Ng==.html,96671122,乱世丽人行,7.0
sohu,http://tv.sohu.com/item/MTIwNDAyOQ==.html,90950649,最后一张签证,7.0
sohu,http://tv.sohu.com/item/MTIxMDE1MQ==.html,75069361,淘气爷孙,8.0
sohu,http://tv.sohu.com/item/MTIwOTg2MQ==.html,45748222,双喜盈门,8.0
sohu,http://tv.sohu.com/item/MTIwOTQ1MQ==.html,72279104,孤战,8.0
sohu,http://tv.sohu.com/item/MTIwOTczMw==.html,229932224,降龙伏虎小济公,8.0
sohu,http://tv.sohu.com/item/MTIxMDg0Nw==.html,4037843,热血尖兵,7.0
sohu,http://tv.sohu.com/item/MTIwODg5Nw==.html,257622433,守护丽人（未删减版）,7.0
sohu,http://tv.sohu.com/item/MTIwOTU1Ng==.html,277816037,漂亮的李慧珍（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTIxMDA4MQ==.html,7924674,谁寄锦书来,5.0
sohu,http://tv.sohu.com/item/MTE5OTM3Mw==.html,6798545,知青家庭,6.0
sohu,http://tv.sohu.com/item/MTIwODc2MQ==.html,60318703,战火中的兄弟,6.0
sohu,http://tv.sohu.com/item/MTIxMDU4Ng==.html,9413122,咱家,8.0
sohu,http://tv.sohu.com/item/MTIxMDE1Mw==.html,49658637,妈妈向前冲冲冲,6.0
sohu,http://tv.sohu.com/item/MTIxMDMzMQ==.html,49996126,黄金女保镖,5.0
sohu,http://tv.sohu.com/item/MTIwOTczNg==.html,69493774,青年霍元甲之冲出江湖（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTIxMDU0Ng==.html,21530557,新猛龙过江,8.0
sohu,http://tv.sohu.com/item/MTIwNjA4NA==.html,81998167,周末父母（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5NDY2OQ==.html,72103754,大秦帝国之崛起,8.0
sohu,http://tv.sohu.com/item/MTIwOTkzOA==.html,24887131,破晓,8.0
sohu,http://tv.sohu.com/item/MTIxMDE1NA==.html,143062531,爱，来得刚好,7.0
sohu,http://tv.sohu.com/item/MTIxMDY2NQ==.html,47656839,老爸当家,7.0
sohu,http://tv.sohu.com/item/MTIwNjM2MA==.html,166168825,那片星空那片海（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTIxMDY4OA==.html,33820113,鸡毛飞上天,8.0
sohu,http://tv.sohu.com/item/MTIwNjYxMw==.html,840858265,三生三世十里桃花,9.0
sohu,http://tv.sohu.com/item/MTE5MjM3OQ==.html,1938804835,杉杉来了（标准版）,9.0
sohu,http://tv.sohu.com/item/MTE5MjcwNA==.html,2835480,错儿,10.0
sohu,http://tv.sohu.com/item/MTE5NTM1Mw==.html,273790161,北平无战事（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5NjUxOA==.html,164435875,和平的全盛时代,9.0
sohu,http://tv.sohu.com/item/MTA5NjcyMQ==.html,19375389,钟点工们,8.0
sohu,http://tv.sohu.com/item/MTEwMzM2NA==.html,14808231,宝贝儿回家,9.0
sohu,http://tv.sohu.com/item/MTIwNDk3Nw==.html,77332,新侠客行,
sohu,http://tv.sohu.com/item/MTE4NDc5Mw==.html,1265148,唱战记,
sohu,http://tv.sohu.com/item/MTE4NDYyMQ==.html,10204,大根的梦想生活,
sohu,http://tv.sohu.com/item/MTE3NjQyOA==.html,14257028,三国热（卫视版）,
sohu,http://tv.sohu.com/item/MTE5NTg5Mw==.html,120574,大世界,
sohu,http://tv.sohu.com/item/MTE5NTgzNQ==.html,26243,1931年的爱情,
sohu,http://tv.sohu.com/item/MTE5MjQ4MQ==.html,25774,乱世烟雨,
sohu,http://tv.sohu.com/item/MTE5MTk5OA==.html,11749,慢慢地陪着你走,
sohu,http://tv.sohu.com/item/MTE5MjEzNA==.html,19936,美丽笨女人,
sohu,http://tv.sohu.com/item/MTE4NTk5Nw==.html,133323,一场奋不顾身的爱情,
sohu,http://tv.sohu.com/item/MTE5MzE0Nw==.html,626681,搜狐视频暑期剧目大放送,
sohu,http://tv.sohu.com/item/MTIwMzMwOA==.html,7579,恶老板,
sohu,http://tv.sohu.com/item/MTE5NjQ3MA==.html,137219,爱让我们在一起,
sohu,http://tv.sohu.com/item/MTE5NTgyMg==.html,63282,同门往事,
sohu,http://tv.sohu.com/item/MTE5ODQ0MA==.html,95287,吉鸿昌,
sohu,http://tv.sohu.com/item/MTE4NDc4Mw==.html,120345,龙门飞甲,
sohu,http://tv.sohu.com/item/MTE5NDczMA==.html,120179,亿万继承人,
sohu,http://tv.sohu.com/item/MTE5NjE3Mg==.html,86310,通天狄仁杰,
sohu,http://tv.sohu.com/item/MTE3Njk0OA==.html,192899,满山打鬼子,
sohu,http://tv.sohu.com/item/MTE5MjE2Mw==.html,2507655,我该怎么办,6.0
sohu,http://tv.sohu.com/item/MTE4OTYxMA==.html,1551306,青春无极限,3.0
sohu,http://tv.sohu.com/item/MTE5NTE5OA==.html,1032847,爹妈满院,
sohu,http://tv.sohu.com/item/MTE4MDc2NQ==.html,8244284,青果巷,7.0
sohu,http://tv.sohu.com/item/MTE3NDUxNw==.html,8159077,钢的琴,9.0
sohu,http://tv.sohu.com/item/MTE5NzUwNQ==.html,11442513,谁都别惹我,5.0
sohu,http://tv.sohu.com/item/MTE5Mjk4MQ==.html,20564227,包笑公堂 第一季,7.0
sohu,http://tv.sohu.com/item/MjIxODY1.html,331974,待到山花烂漫时,8.0
sohu,http://tv.sohu.com/item/MTE3OTk1OA==.html,23696924,家宴,8.0
sohu,http://tv.sohu.com/item/MTE5MTcwNw==.html,21090197,婚里婚外那些事,8.0
sohu,http://tv.sohu.com/item/MTIwNTY5OQ==.html,1376899,危险旅程,7.0
sohu,http://tv.sohu.com/item/MTA1OTMwNA==.html,16926842,亲情保卫战,8.0
sohu,http://tv.sohu.com/item/MTE5ODUzMg==.html,713022,冤家亲家,0.0
sohu,http://tv.sohu.com/item/MTE4NTY4NA==.html,17222834,黄金背后,7.0
sohu,http://tv.sohu.com/item/MTE3NjQwNw==.html,4294766,新天龙八部微电影,9.0
sohu,http://tv.sohu.com/item/MTE3OTk4NQ==.html,30477576,江南四大才子（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5MTcwNg==.html,90232321,美人如画（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE4OTY4Mg==.html,107900159,加油爱人（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5MzMzNg==.html,1199173,追求幸福的日子（未删减版）,5.0
sohu,http://tv.sohu.com/item/MTE3NzAzOQ==.html,43888267,七年之痒,8.0
sohu,http://tv.sohu.com/item/MjA1MzIy.html,56471652,养女,8.0
sohu,http://tv.sohu.com/item/MTE5ODEwOA==.html,803819,巍巍兴安岭,1.0
sohu,http://tv.sohu.com/item/MTE4ODU5OA==.html,32757110,我在北京挺好的,8.0
sohu,http://tv.sohu.com/item/MTE4NjI0MQ==.html,144997859,一又二分之一的夏天（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE3ODIxNA==.html,36662303,十送红军,8.0
sohu,http://tv.sohu.com/item/MTEwMjM4NA==.html,2300998,势不两立,6.0
sohu,http://tv.sohu.com/item/MjAwODM5.html,19374216,娘心计,7.0
sohu,http://tv.sohu.com/item/MTE5NjgxMw==.html,1141780,盾神,0.0
sohu,http://tv.sohu.com/item/MTE5MjQ4NA==.html,148948814,水浒学院,9.0
sohu,http://tv.sohu.com/item/MjE0OTYy.html,75422924,婚姻料理,7.0
sohu,http://tv.sohu.com/item/MTE5MjM4MQ==.html,97484611,金牌律师（卫视版）,8.0
sohu,http://tv.sohu.com/item/MjA4MTQ1.html,32418821,嫁给爱情,7.0
sohu,http://tv.sohu.com/item/MTE5NTAyMA==.html,984258,证据,10.0
sohu,http://tv.sohu.com/item/MTE4MzE1OQ==.html,3275692,老兵,6.0
sohu,http://tv.sohu.com/item/MTE4NDYyMA==.html,67586173,大河儿女（标准版）,9.0
sohu,http://tv.sohu.com/item/MjI0MDQ4.html,2594642,出关（卫视版）,6.0
sohu,http://tv.sohu.com/item/MjAwMjM5.html,26073462,人是铁饭是钢,9.0
sohu,http://tv.sohu.com/item/MTE4MzE5OQ==.html,56411884,我和我的他们,8.0
sohu,http://tv.sohu.com/item/MTE4NTgxMA==.html,47287201,大村官,8.0
sohu,http://tv.sohu.com/item/MTE3ODU2MQ==.html,72097080,错放你的手,9.0
sohu,http://tv.sohu.com/item/MTE3NDUwNg==.html,92915999,老爸回家,7.0
sohu,http://tv.sohu.com/item/MTE5NDY1OA==.html,56819387,奶爸的爱情生活,8.0
sohu,http://tv.sohu.com/item/MTE5MTkwMg==.html,72763569,幸福美丽绽放,8.0
sohu,http://tv.sohu.com/item/MTE5MzIyMQ==.html,82021436,当婆婆遇上妈之欢喜冤家（卫视版）,8.0
sohu,http://tv.sohu.com/item/MjE0OTcz.html,45147785,刘海砍樵,8.0
sohu,http://tv.sohu.com/item/MjIwMTEy.html,195058158,团圆饭（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5NTI4NQ==.html,631390,谈判冤家（卫视版）,10.0
sohu,http://tv.sohu.com/item/MTE5NDYyMQ==.html,55873756,舰在亚丁湾,8.0
sohu,http://tv.sohu.com/item/MTE5NzMyMA==.html,35162771,大清盐商,6.0
sohu,http://tv.sohu.com/item/MjIxODg5.html,171971752,幸福请你等等我（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE4NTkyNw==.html,82539796,代号九耳犬,8.0
sohu,http://tv.sohu.com/item/MTE5NTI4Ng==.html,6546824,觉醒者,4.0
sohu,http://tv.sohu.com/item/MTAwNTcwMA==.html,97860310,地火,8.0
sohu,http://tv.sohu.com/item/MTE5MjM3Mw==.html,53359387,九死一生（标准版）,8.0
sohu,http://tv.sohu.com/item/MTE3NzQ2Ng==.html,28283571,追剿,7.0
sohu,http://tv.sohu.com/item/MTE5NjI1OA==.html,358526240,第二次人生（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE4MDUyMQ==.html,13281486,豆腐西施杨七巧,8.0
sohu,http://tv.sohu.com/item/MTE5Njg0OA==.html,86213900,跟我回家,8.0
sohu,http://tv.sohu.com/item/MTE5NTI5Mg==.html,7412773,大都市小爱情,5.0
sohu,http://tv.sohu.com/item/MTE5NjU5MA==.html,70693876,良心,8.0
sohu,http://tv.sohu.com/item/OTkyNzYw.html,58361074,铁血刀锋,9.0
sohu,http://tv.sohu.com/item/MTE4NjEyNA==.html,255186342,如果我爱你（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5MTk1OQ==.html,76066059,犀利仁师（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5NDcyOQ==.html,4355350,兵出潼关,5.0
sohu,http://tv.sohu.com/item/MTE5NzAwMw==.html,10434578,我要当八路,7.0
sohu,http://tv.sohu.com/item/MTE5MjAwNw==.html,74683517,金战,7.0
sohu,http://tv.sohu.com/item/MTE4NjA0Nw==.html,22572395,美丽谎言,7.0
sohu,http://tv.sohu.com/item/MTE5Mzc3OA==.html,217705151,一见不钟情（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE4NDY4Mg==.html,95251501,武林猛虎,8.0
sohu,http://tv.sohu.com/item/MTE5OTgyMA==.html,1063306,怒放,1.0
sohu,http://tv.sohu.com/item/OTgxMzcx.html,183307989,冒牌英雄,8.0
sohu,http://tv.sohu.com/item/MTE3NjY4Mg==.html,22218889,爱的妇产科（卫视版）,8.0
sohu,http://tv.sohu.com/item/MjE2MTMy.html,528167288,相爱十年（卫视版）,6.0
sohu,http://tv.sohu.com/item/MTE5MTg3OQ==.html,37895075,亲爱的,8.0
sohu,http://tv.sohu.com/item/OTgxMTI5.html,219173658,爱情最美丽（标准版）,8.0
sohu,http://tv.sohu.com/item/MTE4NjIwMQ==.html,1566757,樱桃红之袖珍妈妈,6.0
sohu,http://tv.sohu.com/item/MTE4MzE4Mg==.html,61565597,反击（未删减版）,7.0
sohu,http://tv.sohu.com/item/MTE4OTcyNQ==.html,327363485,幸福从天而降,8.0
sohu,http://tv.sohu.com/item/MjAxNzA4.html,253749447,千金保姆,8.0
sohu,http://tv.sohu.com/item/MTE3NzEzMA==.html,463486654,新闺蜜时代,9.0
sohu,http://tv.sohu.com/item/MTE4OTY4Mw==.html,231328493,幸福爱人（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5Njg0MQ==.html,139439361,傻儿传奇,8.0
sohu,http://tv.sohu.com/item/MTE5NTE2NQ==.html,484638961,把爱带回家（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTA5NzAwMw==.html,1510497,马向阳下乡记（卫视版）,2.0
sohu,http://tv.sohu.com/item/MTIwMjk0Mg==.html,8634141,二十四道拐,5.0
sohu,http://tv.sohu.com/item/MjI1NDk2.html,285704431,绝爱,9.0
sohu,http://tv.sohu.com/item/MTE3Nzg2Mg==.html,79954803,大漠苍狼,7.0
sohu,http://tv.sohu.com/item/MTE5MzI4NQ==.html,2220619,别逼我结婚（卫视版）,9.0
sohu,http://tv.sohu.com/item/MjIxODg2.html,311327692,爱情回来了（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE4NjE5MA==.html,104856441,铁血独立营,8.0
sohu,http://tv.sohu.com/item/MjE2MTA5.html,338997532,刀客家族的女人（标准版）,8.0
sohu,http://tv.sohu.com/item/MTE5Njc1OA==.html,363643905,情定三生,8.0
sohu,http://tv.sohu.com/item/MTE5NTU0Mg==.html,126187939,半路父子（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTA4NzkyOA==.html,58885091,烽火铁骑,7.0
sohu,http://tv.sohu.com/item/MTE5NjUxNg==.html,2491252,假如幸福来临（TV版）,9.0
sohu,http://tv.sohu.com/item/MTE5NzIyMg==.html,254738012,锋刃（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5OTMwNw==.html,1409361,中国刑警803,6.0
sohu,http://tv.sohu.com/item/MTE5MzA0NA==.html,12160708,深圳合租记,9.0
sohu,http://tv.sohu.com/item/MTE5MjQ1Mw==.html,2479283,菜刀班尖刀连,7.0
sohu,http://tv.sohu.com/item/MTE5MzYzNQ==.html,254637036,约会专家（未删减版）,9.0
sohu,http://tv.sohu.com/item/MTE5OTQwNg==.html,2065618,女人的抗战（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5NzI5OA==.html,183198910,老农民（卫视版）,9.0
sohu,http://tv.sohu.com/item/OTY3OTEz.html,460822940,金玉良缘（标准版）,8.0
sohu,http://tv.sohu.com/item/MTE5MTk4OQ==.html,304389255,青春烈火,9.0
sohu,http://tv.sohu.com/item/MTE5NjkwNQ==.html,254864566,少林寺传奇藏经阁,9.0
sohu,http://tv.sohu.com/item/MTE3OTQzMQ==.html,190556812,四十九日·祭（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE4OTY1MA==.html,4893635,鹿鼎记（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE3NDU2MQ==.html,491465777,一代枭雄,7.0
sohu,http://tv.sohu.com/item/MTAzMTExOA==.html,592235894,一仆二主（普通版）,8.0
sohu,http://tv.sohu.com/item/MTE3ODM2NA==.html,74272078,大丈夫（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5NDgxMQ==.html,475148886,我的特一营（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5Njc3OA==.html,88454810,英雄祭,8.0
sohu,http://tv.sohu.com/item/MjI1Mjg0.html,276864127,战长沙,9.0
sohu,http://tv.sohu.com/item/MTE5NzAwMg==.html,443785768,满仓进城（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE3Nzg2OQ==.html,243175723,飞哥大英雄,8.0
sohu,http://tv.sohu.com/item/MTE4NDUzNw==.html,168742003,虎刺红,7.0
sohu,http://tv.sohu.com/item/MTE3ODY1OQ==.html,101367568,封神英雄榜（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE3NjUyNQ==.html,182793434,与狼共舞 第二部（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTEwMzQxNg==.html,671282736,新济公活佛（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE4MDkzOQ==.html,196462171,妻子的秘密（卫视版）,8.0
sohu,http://tv.sohu.com/item/MjAxMTUw.html,1610455483,武媚娘传奇（湖南卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5NDY2Ng==.html,492730045,极品女士第3季,8.0
sohu,http://tv.sohu.com/item/MTE5Mzk0OA==.html,358123192,收获的季节,8.0
sohu,http://tv.sohu.com/item/MTAwMjU0MQ==.html,228716354,刀影,7.0
sohu,http://tv.sohu.com/item/MTE3ODU4Mg==.html,366860723,老兵（标准版）,8.0
sohu,http://tv.sohu.com/item/MTE5MjI5NA==.html,7326713,东江英雄刘黑仔,8.0
sohu,http://tv.sohu.com/item/MTE4OTcwMw==.html,125706217,神枪之倒刺,8.0
sohu,http://tv.sohu.com/item/MTE5NTc4Ng==.html,774844746,剑侠,8.0
sohu,http://tv.sohu.com/item/MTE5NTY3Mg==.html,1114328365,因为爱情有奇迹（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE4OTQwMw==.html,497383767,生活启示录,9.0
sohu,http://tv.sohu.com/item/MTE5NTQxOA==.html,277388273,铁血武工队传奇（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE4NjU1NQ==.html,784281679,产科男医生,8.0
sohu,http://tv.sohu.com/item/MTE5MzI4Nw==.html,55292417,妇道,7.0
sohu,http://tv.sohu.com/item/OTk3NzI2.html,19209173,薛丁山,8.0
sohu,http://tv.sohu.com/item/MTE3NDU2Ng==.html,163076200,勇士之城（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE5MjE1NQ==.html,1283073414,匆匆那年（标准版）,9.0
sohu,http://tv.sohu.com/item/MTA5ODM1NQ==.html,233057120,狙击部队（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE4NTcyNw==.html,174097385,小宝和老财,8.0
sohu,http://tv.sohu.com/item/MjA3MjE0.html,678954659,步步惊情（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE3OTY4OQ==.html,167505765,大漠枪神（卫视版）,7.0
sohu,http://tv.sohu.com/item/MTE5NDYyMg==.html,1290982662,勇敢的心（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTE5Njc2NQ==.html,611547289,二炮手（卫视版）,8.0
sohu,http://tv.sohu.com/item/MTAyMzgzMw==.html,2000539960,古剑奇谭（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE4MjM1OQ==.html,391672608,男人四十要出嫁（未删减版）,8.0
sohu,http://tv.sohu.com/item/MjAyMjc5.html,1015395195,风中奇缘（卫视版）,9.0
sohu,http://tv.sohu.com/item/MTE3ODAxNg==.html,1347545080,屌丝男士第3季,9.0
sohu,http://tv.sohu.com/item/MTE4NTk2MA==.html,1472345265,神雕侠侣,8.0
sohu,http://tv.sohu.com/item/OTY3OTAx.html,379431885,父母爱情,9.0
sohu,http://tv.sohu.com/item/MTE3NjUxMQ==.html,801829164,乡村爱情 第七部（标准版）,8.0
