best2_score,best3_name,job,best1_name,best4_name,best4_score,best1_score,best3_score,best2_name,id,best5_name,best5_score,name
9.3,宋飞正传 第五季,actor,宋飞正传 第四季,神话剧场 第一季,9.2,9.3,9.3,宋飞正传 第九季,1022691,宋飞正传  第六季,9.2,迈克尔·理查兹
9.4,极品基老伴 第二季,actor,英国国家剧院50...,极品基老伴：完结篇,9.2,9.6,9.3,National Theatr...,1022694,极品基老伴：201...,9.2,弗朗西斯·德·拉·图瓦
8.3,远乡,actor,德伯家的苔丝,阿瓦隆的迷雾,8.0,8.4,8.0,古装戏故事,1022695,日瓦戈医生,8.0,汉斯·麦瑟逊
8.3,苹果园,actor,战争白皮书,急诊室的故事(英...,8.2,8.3,8.2,告别有情天,1022701,永远活下去,8.2,本·卓别林
8.8,超感神探 第四季,actor,急诊室的故事 第...,犯罪现场调查：...,8.6,8.8,8.6,危机四伏 第一季,1022702,罪案终结 第一季,8.2,迈克尔·拉代
8.6,西镇警魂 第二季,actor,魂断蓝桥,茶花女,8.3,8.8,8.5,娱乐世界续集,1022708,魔鬼的门廊,7.6,罗伯特·泰勒
7.7,我家来个外国人,actor,约会规则 第七季,军情五处 第一季,7.6,8.3,7.7,约会规则 第一季,1022709,迷幻高中,6.9,阿德希尔·卡尔安
8.5,麦克白,actor,CI5行动 第一季,乌托邦 第二季,8.4,8.6,8.4,战前37天,1022714,罪与罚,8.4,伊恩·麦克迪阿梅德
9.1,约翰·亚当斯,actor,傲骨贤妻  第二季,新闻编辑室 第二季,9.0,9.2,9.1,傲骨贤妻 第四季,1022716,傲骨贤妻 第三季,9.0,麦米·古默
7.6,牛仔裤的夏天,actor,太空五人组 第一季,暴力史,7.4,8.8,7.6,超人前传 第一季,1022722,血情 第一季,7.4,凯尔·施密德
9.0,法律与秩序：特...,actor,波士顿法律 第一季,铁拳男人,8.6,9.2,8.6,欲望都市 第四季,1022726,我为卿狂 第一季,8.5,克雷格·比尔克
8.6,猜火车2,actor,大侦探波洛 第十季,哈利·波特与火焰杯,8.0,8.9,8.6,哈利·波特与死...,1022732,哈利·波特与凤凰社,7.7,梁佩诗
9.4,天使爱美丽,actor,一战启示录,希特勒启示录,8.7,9.5,8.7,传奇办公室 第二季,1022733,欧洲名导短片集,8.4,马修·卡索维茨
9.3,犯罪现场调查 第...,actor,犯罪现场调查 第...,犯罪现场调查 第...,9.2,9.3,9.3,犯罪现场调查 第...,1022734,犯罪现场调查 第...,9.2,艾瑞克·兹曼达
9.5,南方公园  第六季,actor,南方公园  第七季,南方公园  第四季,9.5,9.5,9.5,南方公园  第五季,1022737,南方公园  第九季,9.5,艾萨克·海耶斯
8.6,罪恶黑名单 第三季,actor,兄弟姐妹 第一季,美眉校探 第一季,8.2,8.7,8.3,家庭战争 第一季,1022745,明星伙伴 第一季,8.1,瑞安·艾戈尔德
8.8,犯罪现场调查：...,actor,歪星撞地球 第一季,迷失 第一季,8.5,9.0,8.6,吉尔莫女孩 第一季,1022746,星际之门 SG-1  ...,8.5,Michael DeLuise
8.6,战地医院,actor,邪恶力量  第二季,夏威夷特勤组 第...,7.7,8.8,7.8,法律与秩序：特...,1022748,夏威夷特勤组 第...,7.7,米歇尔·博斯
9.2,萤火虫,actor,绝望主妇  第八季,丽莎和她的朋友...,8.9,9.2,9.1,犯罪现场调查 第...,1022752,哨兵 第二季,8.9,理查德·布基
9.3,傲骨贤妻 第七季,actor,摩登家庭 第六季,燃情克利夫兰 第...,9.0,9.4,9.2,傲骨贤妻 第五季,1022760,丑女贝蒂 第四季,8.4,迈克尔·尤瑞
8.5,逃色情劫,actor,曼联重生,第68届英国电影...,8.1,8.6,8.2,危机边缘 第一季,1022761,这就是英格兰,8.0,杰克·奥康奈尔
8.5,单身毒妈 第五季,actor,单身毒妈 第六季,单身毒妈  第四季,8.5,8.6,8.5,"当我们死后,就没...",1022762,八恶人,8.3,德米安·比齐尔
8.7,绝望主妇 第一季,actor,疯狂电视 第一季,小偷与鞋匠,8.4,8.8,8.7,发展受阻 第一季,1022764,明星伙伴 第一季,8.1,迈克尔·希区柯克
8.4,尼基塔女郎 第一季,actor,周一清晨,爱情守望记,8.1,8.9,8.3,心有所属,1022765,暴君 第二季,7.9,詹妮佛·芬尼甘
8.8,谋杀 第一季,actor,谋杀 第二季,谋杀 第三季,8.3,8.9,8.5,危机边缘  第二季,1022768,2012,7.7,连姆·詹姆斯
9.0,疑犯追踪  第一季,actor,疑犯追踪 第五季,傲骨贤妻 第一季,8.9,9.3,9.0,海军罪案调查处 ...,1022778,费丽丝蒂 第一季,8.6,詹姆斯·卡佩内罗
8.8,犯罪现场调查：...,actor,老爸老妈的浪漫...,大小谎言,8.3,8.9,8.6,吉尔莫女孩 第一季,1022781,情归何处 第一季,8.1,詹姆士·塔珀
9.3,白宫风云  第五季,actor,白宫风云  第二季,白宫风云 第一季,9.1,9.4,9.2,豪斯医生  第三季,1022782,白宫风云  第七季,9.1,劳拉·伊内斯
8.9,犯罪侧写师 第一季,actor,南与北,干杯酒吧 第一季,8.8,8.9,8.8,星际旅行：重返...,1022794,斯蒂尔传奇 第一季,8.2,詹姆斯·瑞德
7.6,圣殿骑士之路尽...,actor,简单西蒙,铁杉树丛 第二季,7.4,8.2,7.5,天空是蓝色的,1022798,Pigan brinner,7.3,比尔·斯卡斯加德
8.8,欲望都市  第一季,actor,70年代秀 第一季,心有所属,8.4,8.9,8.7,绝望主妇 第七季,1022805,爱你到死 第一季,7.7,瓦莱丽·哈勃
8.5,黑客帝国2：重装...,actor,东邪西毒,九品芝麻官,8.1,8.6,8.3,黑客帝国3：矩阵...,1022821,刀,7.9,邹兆龙
8.3,控诉风暴,actor,魔界奇谭 第一季,裁缝,7.8,8.4,7.8,战争白皮书,1022828,天使与我同桌,7.8,凯瑞·福克斯
8.0,尔虞我诈,actor,天才小医生 第一季,鼠来宝：明星俱乐部,6.8,8.3,7.3,隐私部分,1022841,怪医杜立德,6.7,贝蒂·托马斯
8.8,牵绊的爱,actor,SMAPxSMAP,五岛医生诊疗所2004,8.8,9.3,8.8,明天，妈妈不在,1022858,五岛医生诊疗所,8.7,大后寿寿花
7.8,人生第2杆,actor,拉字至上  第一季,大麻狂热,6.8,8.6,6.9,丑女贝蒂 第一季,1022859,亲吻新郎,6.7,查理·大卫
9.2,古堡情怨,actor,神秘博士  第四季,蓝,8.5,9.6,8.8,福尔摩斯探案集,1022861,战地神探 第一季,8.5,尼吉尔·特瑞
7.7,爱情出租,actor,超能家庭 第一季,球场情圣埃莱诺,6.6,8.6,6.8,庞达隆上尉与劳...,1022876,旧墨西哥一夜,6.1,安吉·塞佩达
8.4,天桥骄子 第十季,actor,天桥骄子青少年...,天桥骄子  第八季,8.0,8.5,8.0,老爸老妈的浪漫...,1022882,天桥骄子  第九季,7.9,蒂姆·古恩
8.6,逆转奇兵 第二季,actor,哈利·波特与死...,塞勒姆 第三季,8.0,8.6,8.5,逆转奇兵 第三季,1022883,哈利·波特与死...,7.8,萨缪尔·劳金
8.9,急诊室的故事 第...,actor,白宫风云 第一季,体育之夜 第一季,8.8,9.1,8.8,豪斯医生 第一季,1022891,星际旅行：深空...,8.7,克莱斯·威廉斯
9.4,地平线系列,actor,黑爵士四世,黑爵士二世,9.2,9.5,9.3,黑爵士三世,1022898,黑爵士之圣诞颂歌,8.7,托尼·罗宾逊
8.7,彼得塞拉菲诺维茨秀,actor,穿条纹睡衣的男孩,无路可逃,,8.8,,结婚、单身、其他,1022914,,,杰克·塞隆
8.8,摇滚芭比,actor,白宫风云 第一季,裂痕 第一季,8.3,9.1,8.7,法律与秩序：犯...,1022931,年轻一代 第三季,8.3,米利亚姆·肖尔
8.9,热带侦探,actor,希区柯克悬念故事集,大草原上的小清真寺,8.5,9.3,8.7,辛巴达历险记 第...,1022955,重回昨日 第一季,8.2,罗伯·斯特尔特
7.3,粉红豹,actor,曲奇,女人裙下,7.2,7.4,7.3,药剂师,1022968,男人的心思,7.2,阿丽斯·塔格里奥妮
9.1,米奇宝贝蛋,actor,重任在肩 第三季,解密高手,8.5,9.4,8.6,重任在肩 第二季,1022978,重任在肩 第一季,8.4,阿德里安·敦巴
7.6,桑尼明星梦 第一季,actor,婚外情事 第三季,贵族大盗,5.3,8.4,7.3,圣橡镇少年,1022992,英雄时代,5.0,盖·布耐特
8.4,谋略大师,actor,甘地传,太阳照样升起,8.1,8.6,8.3,哈姆雷特,1023004,烈火战车,7.8,伊安·查里森
,,actor,球手们 第一季,,,7.4,,Monster,1023042,,,约翰·大卫·华盛顿
8.0,零秒出手：悬崖...,actor,卖房子的女人,美少女战士 Sail...,7.7,8.2,7.7,律政英雄2014,1023064,间宫兄弟,7.5,北川景子
9.2,犯罪心理 第五季,actor,费城永远阳光灿...,燃情克利夫兰 第...,9.0,9.3,9.2,广告狂人  第四季,1023075,实习医生格蕾  ...,8.7,汤米·杜威
8.4,塞尔福里奇先生 ...,actor,暴风骤雨,僵尸世界大战,7.3,8.9,8.1,幕后枭雄,1023088,特种部队：眼镜...,7.2,格里高利·菲托西
8.5,司法研习八人组,actor,世界奇妙物语 10...,青之时代,8.4,8.7,8.5,若叶时代,1023133,时效警察,8.4,奥菜惠
8.2,婚姻保卫战,actor,千禧之旅,告密者,7.5,8.5,7.8,老大的幸福,1023141,还我激情,7.1,孟广美
8.8,老大,actor,闪耀的女人：户...,紧急救命2,8.6,8.8,8.6,SPEC,1023151,SPEC：翔,8.5,户田惠梨香
7.7,很久以前,actor,魂归故里 第一季,魂归故里 第二季,7.6,8.5,7.6,杂货店家的孩子,1023159,童年,7.6,克劳迪德·埃斯曼
7.8,强风吹拂,actor,水男孩,临场2,7.6,8.4,7.7,功名十字路,1023192,棒球伙伴,7.6,渡边大
7.7,战火狂焰,actor,出生入死 第一季,克里西区的静静日子,,9.4,,新暴君焚城录,1023195,Storia d'amore ...,,芭芭拉·德·罗西
9.4,贝克汉姆真实记录,actor,今日比赛,一球成名,7.4,9.7,7.8,天下足球,1023238,足总杯荣耀之路,,阿兰·希勒
7.2,女人裙下,actor,自由,男人的心思,7.2,7.9,7.2,亚瑟和他的迷你王国,1023249,人人爱上我老婆,7.0,马克·莱沃因
8.8,无间道(正序版),actor,无间道,无涯：杜琪峰的...,8.5,9.0,8.7,亲恩情未了,1023284,刑事侦缉档案2,8.3,郑秀文
8.6,马修西帕德的故事,actor,同志亦凡人 第一季,超人前传 第一季,7.6,8.9,8.2,泰星来客 第一季,1023288,第四类地球人 第...,7.4,德鲁·尼尔森
7.7,小鱼,actor,家的港湾 第二季,骡子,6.9,8.3,6.9,城市凶杀组  第一季,1023293,痛苦与扭曲,6.0,诺妮·哈泽赫斯
7.3,宽恕,actor,占领区,一千零一克,6.7,8.0,7.0,母亲的艾林,1023300,冰凉午餐,6.6,安妮·达尔·托普
9.1,我的恐怖妻子,actor,白色巨塔,救命病栋24小时 ...,8.8,9.5,9.0,Liquid～鬼之酒 ...,1023316,昼颜：工作日下...,8.6,伊藤英明
8.5,绿头苍蝇,actor,和声,空房间,8.0,8.5,8.1,初恋,1023324,冰之恋,7.2,李成延
9.3,圣橡镇少年,actor,权力的游戏  第二季,圣域 第二季,6.7,9.4,7.6,权力的游戏 第一季,1023325,圣域 第一季,5.8,罗姗妮·麦琪
8.8,托斯卡纳艳阳下,actor,宪兵队的故事,安娜的世界,8.0,8.8,8.1,佩拉斯卡,1023330,以斯贴,7.5,马洛可·伯尼尼
8.2,崭新的生活,actor,深夜食堂4：东京...,重奏,7.8,8.6,7.9,听到传闻,1023333,学习之神,7.7,高雅星
9.4,千与千寻,actor,铃兰,借东西的小人阿...,8.9,9.4,9.2,铃兰：少女萌的故事,1023337,女人,8.6,柊瑠美
9.2,名侦探柯南,actor,勇者王Final OVA,棋魂·通往北斗...,8.9,9.3,9.0,齐木楠雄的灾难,1023352,头文字D  第四季,8.8,岩田光央
8.5,男生女生向前走 ...,actor,我亲爱的朋友们,假如爱有天意,8.2,9.4,8.3,没关系，是爱情啊,1023390,巴厘岛的日子,8.1,赵寅成
7.9,时尚风云70年代,actor,青涩恋爱,青涩恋爱,7.6,8.4,7.8,悲伤的诱惑,1023392,亲爱的恩东啊,7.5,朱镇模
7.5,我人生中最美的一周,actor,抓住那个家伙,妈妈,7.5,7.9,7.5,为了霍洛维茨,1023400,舞蹈皇后,7.4,严正化
7.8,亲切的金子,actor,老男孩,醉画仙,7.5,8.2,7.6,我爱你，马顺,1023410,我人生中最美的一周,7.5,尹珍序
7.1,极速特警 第一季,actor,禁止的爱,双重身份,6.9,8.6,6.9,好时光，坏时光,1023417,狂野天使,6.7,谭雅·温泽尔
9.0,新世界,actor,Running Man,这周，妻子要劈腿了,8.1,9.6,8.4,我爱你,1023418,人气歌谣,8.0,宋智孝
8.4,悲伤电影,actor,纯情,皇室家族,7.7,8.8,7.8,天桥风云,1023421,你邻居的妻子,7.4,廉晶雅
8.4,冲上云霄,actor,剧的纪行 深夜特急,金鸡,8.1,9.2,8.2,王菲：幻乐一场(...,1023424,蓝宝石的夜空,8.0,陈奕迅
8.2,阿阿奇与西西帕克,actor,意面情迷,我要复仇,7.9,8.2,8.0,孤独,1023431,威基基兄弟,7.9,柳昇范
8.9,最后的礼物,actor,葵 德川三代,与光同行,8.8,9.1,8.9,女王的教室,1023470,女王的教室特别...,8.7,福田麻由子
9.3,SMAPxSMAP,actor,堂本刚真的好辛苦,坂上之云 第二部,9.1,9.3,9.3,轻轻紧握你的手,1023474,坂上之云 第三部,9.1,菅野美穗
8.7,一个字头的诞生,actor,神雕侠侣,归途如虹,8.0,8.9,8.3,天龙八部,1023476,奇人奇案,7.9,李若彤
8.7,圈套,actor,1公升的泪,小小食杂铺,8.5,8.9,8.6,圈套2,1023486,黑暗中的十个女人,8.4,成海璃子
7.6,去南方,actor,魂归故里 第一季,冰冷的阵雨,6.3,8.5,6.3,魂归故里 第二季,1023510,每一个夜晚,5.8,皮埃尔·派瑞尔
8.5,天地男儿,actor,难兄难弟,刑事侦缉档案4,8.5,8.8,8.5,奉子成婚Ⅱ,1023521,流金岁月,8.4,宣萱
7.9,半生缘,actor,遇见王沥川,黑金,7.6,8.3,7.7,超级班长,1023550,惊天大逃亡,7.5,吴辰君
7.7,白玫瑰,actor,射雕英雄传之东...,三个夏天,7.6,8.7,7.6,红玫瑰白玫瑰,1023573,不一样的妈妈,7.5,叶玉卿
9.3,交响情人梦,actor,新堂本兄弟,跳跃大搜查线,9.0,9.4,9.1,堂本刚真的好辛苦,1023587,交响情人梦之欧...,8.9,水川麻美
8.7,不落的太阳,actor,罗斯福游戏,母亲,8.6,8.8,8.7,相棒,1023592,原来你已不在身边,8.5,檀丽
8.2,跳跃大搜查线最...,actor,嫌疑人X的献身,上锁的房间,7.8,8.3,7.9,神探伽利略,1023599,折翼的天使们,7.8,小松彩夏
9.0,五个女子与一根绳子,actor,猴尘 第一季,将爱情进行到底,7.9,9.4,7.9,饮食男女,1023601,青少年哪吒,7.8,王渝文
8.2,天堂岛疑云 第四季,actor,天堂岛疑云 第二季,天堂岛疑云 第五季,7.7,8.7,8.2,天堂岛疑云 第三季,1023612,爱上验尸官,7.3,萨拉·马丁斯
7.8,守灵夜,actor,绅士刑警1,任侠看护,7.2,9.1,7.7,荒唐的恋爱,1023621,向日葵,7.2,堺正章
8.3,遇人不熟,actor,深夜食堂,胜者即是正义 20...,8.3,9.2,8.3,花子与安妮,1023627,掟上今日子的备忘录,8.2,雾岛丽香
8.0,加油！金顺,actor,拥抱太阳的月亮,主妇金光子的第...,7.3,8.0,7.4,大长今,1023638,火花,7.2,梁美京
8.3,野火,actor,星际牛仔：天国之门,神风72小时,8.2,8.8,8.3,定制10.30,1023653,昭和歌谣大全集,8.0,五十岚信次郎
8.2,地球纪行~熊猫的...,actor,东京塔,漫长的丝绸之路...,8.2,8.8,8.2,剧场版 假面骑士...,1023655,小雨的梦中世界,8.1,速水重道
7.9,火玫瑰,actor,胭脂扣,三一如三,7.8,8.3,7.9,沙甸鱼杀人事件,1023681,地下情,7.5,温碧霞
8.5,不能没有你,actor,一一,白色巨塔,8.2,8.9,8.3,飞侠阿达,1023718,心动,8.2,戴立忍
7.9,我和僵尸有个约会3,actor,刑事侦缉档案2,精装难兄难弟,7.7,8.3,7.9,幸运是我,1023739,大丈夫,7.5,麦家琪
8.5,投奔怒海,actor,恐怖分子,最爱,7.6,8.6,8.4,网中人,1023743,陆小凤,7.5,缪骞人
7.5,夏夏夏,actor,人气歌谣,别有用心的单身女,7.2,8.0,7.5,假面,1023764,花葬,7.1,金圭丽
8.8,道子与哈金,actor,西瓜,昼颜：工作日下...,8.6,9.3,8.7,相棒 第6季,1023769,海炭市叙景,8.4,村上淳
8.7,赛德克·巴莱,actor,赛德克·巴莱(上...,特搜战队刑事连者,8.2,8.8,8.7,赛德克·巴莱(下...,1023805,热血恋爱道,7.5,田中千绘
8.7,X医生：外科医生...,actor,堂本刚真的好辛苦,春与夏~迟迟未到...,8.6,9.3,8.6,X医生：外科医生...,1023817,黑色皮革手册,8.5,米仓凉子
8.4,今晚80后脱口秀,actor,回味．Twins,超级游戏奖门人,7.7,8.9,7.9,真爱谎言,1023827,学警雄心,7.6,薛凯琪
8.5,白色之春,actor,橙色岁月,美女或野兽,8.3,8.6,8.5,不毛地带,1023842,摇摆少女,8.3,白石美帆
7.9,花样男子2,actor,西瓜,下流之宴,7.8,9.3,7.9,魔剑美神REVOLUTION,1023864,秀逗魔导士EVOLU...,7.7,加藤夏希
7.9,萨尔瓦多,actor,伊莎贝拉一世 第...,追捕聂鲁达,7.6,8.0,7.6,尤利西斯综合征 ...,1023869,塔斯鲁波的手提箱,7.5,帕布罗·德奎
9.3,胜者即是正义2,actor,东京爱情故事,佛兰德斯的狗,8.9,9.4,9.2,绅士刑警2,1023872,家族游戏,8.8,铃木保奈美
8.3,甜言蜜语,actor,暗战,法证先锋,8.3,8.4,8.3,陀枪师姐,1023881,法证先锋2,8.0,蒙嘉慧
9.6,武器はテレビ. S...,actor,计算麻子,中居之窗,9.6,9.8,9.6,professional 工...,1023890,俺たちに明日はある,9.4,中居正广
8.4,胜者为王2天下无敌,actor,边城浪子,公私三文治,8.2,8.6,8.2,银狐,1023907,望族,7.8,曾华倩
7.7,李米的猜想,actor,约定,时失2公里,7.4,7.8,7.7,时间的香气,1023912,光复节特赦,7.3,金亨俊
8.6,青之炎,actor,恋爱奇迹,寅次郎的故事39...,8.5,8.8,8.6,继续,1023929,独眼龙政宗,8.5,秋吉久美子
9.7,排球少年 第二季,actor,排球少年 第三季,排球少年 第一季,9.3,9.7,9.5,银魂 第二季,1023936,食梦者 第三季,9.3,日野聪
8.4,秘密花园,actor,归乡,鲸的鱼跃,8.4,8.4,8.4,东京日和,1023947,人造天堂,8.3,利重刚
8.5,龙兄鼠弟,actor,浮生六劫,一路风尘,8.4,8.9,8.4,陌生人,1023948,天龙诀,8.4,万梓良
8.1,壹号皇庭,actor,笑看风云,爱得太迟,8.0,8.3,8.1,爱在阳光下,1023990,今晚80后脱口秀,7.9,古巨基
8.5,最强的名医2,actor,不需要爱的夏天,小雨的梦中世界,8.1,8.8,8.1,现在，很想见你,1024028,最强的名医,7.9,黑川智花
9.0,阿信,actor,阿信的故事,序之舞,7.7,9.2,7.7,阿信,1024051,萤火虫,7.5,小林绫子
8.6,圣哥传,actor,圣哥传 OAD,骷髅城的七人,8.5,8.7,8.6,菜鸟总动员,1024080,水男孩,8.4,森山未来
8.5,变身特派员 第二季,actor,世界奇妙物语,怪谈新耳袋 电影版,7.0,9.1,7.1,独眼龙政宗,1024096,花样男子,6.5,坂上香织
8.8,怪怪怪的妻子,actor,3年B班金八老师 ...,多谢款待,8.7,9.1,8.7,3年B班金八老师 ...,1024103,3年B班金八老师 ...,8.7,星野真里
9.1,导盲犬小Q之一生,actor,海女,勇者义彦与恶灵之钥,8.9,9.3,9.1,卡里古拉,1024141,永远的孩子,8.8,胜地凉
9.1,深夜食堂2,actor,未成年,真幌站前番外地,9.0,9.2,9.1,半泽直树,1024153,跳跃大搜查线,9.0,宇梶刚士
7.4,我爱牙擦苏,actor,七小福,超级学校霸王,7.1,7.5,7.3,双镯,1024272,新半斤八两,7.1,刘小慧
9.3,SMAPxSMAP,actor,绅士刑警3,绅士刑警1,9.1,9.3,9.3,绅士刑警2,1024295,古畑任三郎 重生...,9.1,田村正和
9.1,坂上之云 第三部,actor,SMAPxSMAP,十五岁：学校4,9.0,9.3,9.1,半泽直树,1024308,人间失格：假如...,8.9,赤井英和
8.3,有一天,actor,茶母,走向暴风雨,8.0,8.4,8.1,外科医生奉达熙,1024360,朋友，我们的传说,7.9,金民俊
8.7,越看越可爱,actor,通往机场的路,需要浪漫,8.1,8.7,8.1,对不起，我爱你,1024364,钱的化身,8.1,崔汝珍
9.3,全职猎人 OVA 2,actor,全职猎人 OVA 1,全职猎人 OVA 3,9.3,9.4,9.3,全职猎人,1024377,装甲骑兵,9.1,乡田穗积
8.8,铁臂阿童木 第二季,actor,绅士刑警1,数码宝贝3：驯兽...,8.6,9.1,8.7,鲁邦三世Episode...,1024382,再见·银河铁道9...,8.6,森山周一郎
8.2,幸福开关,actor,神探伽利略,椿三十郎,7.0,8.2,7.4,特搜战队刑事连者,1024403,Love Swing~许多...,6.4,林刚史
9.2,钢之炼金术师,actor,钢之炼金术师FA,飞跃巅峰2,8.8,9.4,9.2,猫怪麦克,1024439,疯狂动画,8.7,梅津秀行
7.7,人到中年,actor,楚留香新传,吕后传奇,7.4,8.6,7.5,天龙八部,1024492,青春无悔,6.8,石兰
7.0,宵待草,actor,毛利元就,天保水浒传 大原...,,7.5,,男人们的大和,1024613,冲动杀人 儿子呵！,,高冈健二
7.3,保持爱你,actor,我是歌手 第二季,2015-2016湖南卫...,6.8,7.4,6.8,今夜百乐门 第一季,1024723,熟悉的味道 第一季,6.6,邓紫棋
8.1,可爱的女人,actor,告别悲伤,真实,7.5,8.5,7.7,松药店的儿子们,1024749,孪生兄妹,7.5,朴善英
8.7,高地战,actor,三时三餐 第一季,美丽心灵,8.0,9.1,8.4,谢谢,1024773,追踪者,8.0,柳承秀
8.0,水浒无间道,actor,寻秦记,铁甲无敌奖门人,7.8,8.1,7.9,同事三分亲,1024897,超级游戏奖门人,7.7,王喜
9.2,天元突破红莲螺岩,actor,钢之炼金术师FA,空之境界 第七章...,9.0,9.4,9.1,空之境界 第五章...,1024909,娜娜,9.0,本田贵子
8.3,男生女生向前走 ...,actor,重击,浪漫满屋,7.9,8.6,8.1,率性而活,1024945,请别相信她,7.1,李英恩
8.5,天桥风云,actor,一个女人的一生,堕落天使,8.0,9.3,8.4,夏娃的诱惑,1024947,堕落天使,8.0,韩在硕
9.0,白线流,actor,孤独的美食家 第...,不能结婚的男人,8.9,9.0,8.9,我的恐怖妻子,1024965,最完美的离婚,8.9,游井亮子
7.5,争分夺秒,actor,妙手仁心3,汇通天下,7.2,7.8,7.3,花样中年,1024975,天幕下的恋人,6.9,姚嘉妮
9.5,摩登家庭  第三季,actor,摩登家庭 第五季,摩登家庭 第四季,9.4,9.5,9.4,摩登家庭 第二季,1025048,摩登家庭 第八季,9.4,泰·布利尔
8.9,妙警贼探 第四季,actor,妙警贼探 第六季,妙警贼探  第三季,8.9,9.1,8.9,妙警贼探  第二季,1025059,妙警贼探 第五季,8.7,马特·波莫
9.5,周六夜现场 第一季,actor,老友记  第九季,神话剧场 第一季,9.2,9.7,9.2,辛普森一家 第七季,1025109,威尔和格蕾丝 第...,9.1,杰夫·高布伦
8.3,基督山伯爵,actor,偶然与巧合,男人女人：恋爱手册,8.1,8.7,8.1,两个人的法拉利,1025132,屋顶上的轻骑兵,7.9,皮埃尔·阿迪提
9.2,军情五处 第三季,actor,2007红鼻子日慈...,赤子之心,8.6,9.4,8.9,开膛街 第五季,1025138,开膛街 第三季,8.6,马修·麦克费登
8.2,加州靡情 第一季,actor,加州靡情  第三季,绯闻女孩 第一季,7.9,8.4,8.2,急诊室的故事(英...,1025139,第二滴血,7.8,爱德·维斯特维克
7.7,绯闻女孩 第六季,actor,绯闻女孩 第一季,绯闻女孩  第三季,7.5,7.9,7.6,绯闻女孩  第二季,1025140,我们曾是战士,7.5,泰勒·摩森
8.0,北京遇上西雅图,actor,色，戒,红旗渠的儿女们,7.4,8.0,7.4,她认出了风暴：...,1025141,女人不哭,7.4,汤唯
8.7,法律与秩序：特...,actor,实习医生格蕾  ...,姐姐的守护者,8.3,9.0,8.6,海军罪案调查处 ...,1025142,阳光小美女,8.2,阿比盖尔·布蕾斯琳
8.9,法律与秩序：特...,actor,海豚湾,机器肉鸡 第一季,8.8,9.3,8.9,马尔科姆的一家 ...,1025143,光辉岁月,8.6,海顿·潘妮蒂尔
8.9,马普尔小姐探案 ...,actor,神秘博士  第三季,好莱坞报道者：...,8.5,9.4,8.6,天窗,1025144,荒凉山庄,8.5,凯瑞·穆里根
8.4,低俗怪谈 第二季,actor,黑鹰坠落,珍珠港,7.8,8.5,8.2,低俗怪谈 第三季,1025145,莫扎特和鲸鱼,7.6,乔什·哈奈特
8.5,尼克病院 第一季,actor,尼克病院 第二季,男孩们回来了,8.0,9.2,8.5,谍影重重,1025147,生命中不能承受之情,8.0,克里夫·欧文
9.3,魔咒,actor,揭秘莎士比亚 第...,司法正义 第一季,8.8,9.4,9.0,演播时刻 第二季,1025149,演播时刻 第一季,8.7,本·卫肖
8.5,雨之城,actor,机器肉鸡 第一季,油脂,7.9,8.8,8.2,小查与寇弟的顶...,1025150,麻吉向前冲 第一季,7.8,凡妮莎·哈金斯
8.5,无耻混蛋,actor,危机边缘  第二季,雅各布斯和路易威登,8.2,8.8,8.4,圣诞快乐,1025151,拉斯卡尔,8.2,黛安·克鲁格
8.7,本杰明·巴顿奇事,actor,加拉帕戈斯群岛,莎士比亚名剧动画,8.7,9.4,8.7,布达佩斯大饭店,1025152,David Bowie: Th...,8.5,蒂尔达·斯文顿
9.1,哈利·波特系列...,actor,Talking Picture...,史迈利的人马,9.0,9.5,9.1,革命见证人,1025153,乡巴佬希尔一家...,8.9,艾伦·瑞克曼
8.2,低俗怪谈 第二季,actor,低俗怪谈 第三季,午夜蓝毒,8.0,8.4,8.2,天国王朝,1025155,裂缝,7.9,伊娃·格林
8.8,绝对好奇 第一季,actor,傲骨贤妻 第三季,迷失  第五季,8.7,9.0,8.8,迷失 第六季,1025174,阿凡达,8.6,米歇尔·罗德里格兹
8.8,我们北方的朋友们,actor,地球生灵,哥本哈根,8.6,9.2,8.7,古堡情怨,1025175,魔界奇谭 第一季,8.4,丹尼尔·克雷格
9.4,海上钢琴师,actor,巨蟒剧团：几乎...,浪漫之旅,9.1,9.5,9.2,辛普森一家 第十...,1025176,犯罪心理 第一季,9.0,蒂姆·罗斯
7.6,青春密语 第四季,actor,那时那地,青春密语  第二季,6.9,8.1,7.1,镜花水月 第一季,1025177,青春密语 第五季,6.9,弗兰西娅·莱莎
8.9,邪恶力量  第四季,actor,犯罪现场调查 第...,急诊室的故事 第...,8.8,9.3,8.9,邪恶力量  第五季,1025178,24小时  第一季,8.7,米沙·克林斯
9.3,实习医生格蕾 第...,actor,老友记  第九季,扪心问诊 第一季,8.9,9.7,8.9,傲骨贤妻 第五季,1025179,神探阿蒙 第一季,8.6,梅利莎·乔治
9.1,歪星撞地球 第一季,actor,欢乐一家亲 第一季,70年代秀 第一季,8.9,9.1,9.0,律师本色 第一季,1025180,机器肉鸡 第一季,8.8,埃丽卡·克里斯滕森
9.2,周六夜现场,actor,辛普森一家  第...,周末夜现场后台...,9.1,9.4,9.2,周六夜现场 第一季,1025183,辛普森一家  第一季,9.0,玛娅·鲁道夫
