ranking4,play_count,ranking2,actors3,name4,show_theatre,thumbs_down,actors4,location,name1,production_company,style,ranking3,length,director,seasons,show_platform,show_date,link,actors2,rating3,share4,actors1,writer,title,episodes,language,rating1,ranking1,rating2,thumbs_up,douban_score,share1,name3,name2,rating4,share3,show_time,first_show,douban_num,share2,year,score
,42.23亿,,,,,1327502,,内地,,,偶像剧/悬疑剧/剧情/网络剧,,,郑保瑞/罗永昌,,,,http://www.iqiyi.com/a_19rrhbyt65.html,,,,,,盗墓笔记,,国语,,,,6331308,4.7,,,,,,,,118406,,,8.3
,15.46亿,,,,,53794,,内地,,,言情剧/都市,,,袁英明/朱少杰,,,,http://www.iqiyi.com/a_19rrha36e1.html,,,,,,守护丽人,,国语,1.2215999999999998,1.56,,234709,5.2,3.5248000000000004,,,,,,,4594,,,8.1
,117.65亿,,,,,1208418,,内地,CSM52城市网收视率,,偶像剧/悬疑剧/剧情/网络剧,,,梁胜权,,,,http://www.iqiyi.com/a_19rrhbeaxt.html,,,,,,老九门,,国语,0.9410416666666669,1.2916666666666667,,6036842,5.6,4.713500000000001,,,,,,,30266,,,8.3
,1141万,,,,,1305,,内地,,,言情剧/偶像剧/剧情,,,卫翰韬,,,,http://www.iqiyi.com/a_19rrh984nt.html,,,,,,那片星空那片海未删减版,,国语,,,,9671,,,,,,,,,,,,8.8
,850万,,,,,722,,内地,,,言情剧/家庭剧/都市,,,王为,,,,http://www.iqiyi.com/a_19rrh96vxx.html,,,,,,周末父母未删减版,,国语,,,,3556,,,,,,,,,,,,8.3
,3.07亿,,,,,12954,,内地,,,言情剧/喜剧/家庭剧/都市,,,侯明杰,,,,http://www.iqiyi.com/a_19rrh957g9.html,,,,,,淘气爷孙,,国语,,,,62696,6.5,,,,,,,,286,,,8.3
,5216万,,,,,3585,,内地,,,言情剧/家庭剧/都市,,,罗灿然,,,,http://www.iqiyi.com/a_19rrh98bgh.html,,,,,,妈妈向前冲冲冲,,国语,,,,9865,3,,,,,,,,72,,,7.3
,56.31亿,4.333333333333333,,,,1291009,,内地,,,偶像剧/喜剧/青春剧/都市,,,韦正,,,,http://www.iqiyi.com/a_19rrifrm2n.html,,,,,,爱情公寓4,,国语,1.2192307692307691,2.5,1.0657142857142858,10677527,7.4,3.296923076923077,,,,,,,40838,3.0800000000000005,,8.9
,28.30亿,,,,,161180,,内地,,,言情剧/偶像剧/喜剧/青春剧/都市,,,赵晨阳,,,,http://www.iqiyi.com/a_19rrh91ifx.html,,,,,,漂亮的李慧珍,,国语,,,,1119860,4.7,,,,,,,,9605,,,8.7
,2.87亿,,,,,9769,,内地,,,言情剧/农村剧/喜剧/家庭剧,,,韩兆,,,,http://www.iqiyi.com/a_19rrh94yi9.html,,,,,,双喜盈门,,国语,,,,33434,5.6,,,,,,,,194,,,7.7
,4.22亿,,,,,15602,,内地,,,,,,陈晓雷/寇占文,,,,http://www.iqiyi.com/a_19rrh94xuh.html,,,,,,战火中的兄弟,,国语,,,,30091,3.6,,,,,,,,82,,,6.6
,6.43亿,,,,,76334,,内地,,,言情剧/古装剧/偶像剧/穿越剧/剧情/网络剧,,,高林豹,,,,http://www.iqiyi.com/a_19rrh9urbl.html,,,,,,寻找前世之旅,,国语,,,,513860,5.2,,,,,,,,2726,,,8.7
,1.71亿,,,,,6811,,内地,,,历史剧/古装剧,,,丁黑,,,,http://www.iqiyi.com/a_19rrh9mtlp.html,,,,,,大秦帝国之崛起,,国语,,,,27703,8.7,,,,,,,,13138,,,8.0
,1.56亿,,,,,12150,,内地,,,言情剧/偶像剧/青春剧/剧情/都市,,,李慧珠/邓伟恩/李文龙/陈家霖,,,,http://www.iqiyi.com/a_19rrhbezdh.html,,,,,,云巅之上第1季,,国语,,,,80776,,,,,,,,,,,,8.7
,5.67亿,1.0,,,,44253,,内地,CSM52城市网收视率,,言情剧/偶像剧/剧情,,,卫翰韬,,,,http://www.iqiyi.com/a_19rrhana69.html,,,,,,那片星空那片海,,国语,0.7617999999999998,1.2857142857142858,0.9666666666666668,271497,3.5,4.499300000000001,,全国网收视率,,,,,983,6.488333333333332,,8.6
,1.54亿,,,,,13074,,内地,,,言情剧/穿越剧/青春剧/网络剧,,,高林豹,,,,http://www.iqiyi.com/a_19rrh97pl5.html,,,,,,寻找前世之旅2,,国语,,,,88323,5.9,,,,,,,,148,,,8.7
,8.45亿,,,,,44803,,内地,,,言情剧/偶像剧/青春剧/都市,,,王连平,,,,http://www.iqiyi.com/a_19rrh957dh.html,,,,,,爱来的刚好,,国语,,,,143101,,,,,,,,,,,,7.6
,2.07亿,,,,,17705,,内地,,,言情剧/家庭剧,,,王为,,,,http://www.iqiyi.com/a_19rrhap1r5.html,,,,,,周末父母,,国语,,,,56060,5.2,,,,,,,,1810,,,7.6
,22.21亿,,,,,170788,,内地,东方卫视CSM52城收视,,言情剧/武侠剧/古装剧,,,蒋家骏,,,,http://www.iqiyi.com/a_19rrhatc1p.html,,,,,,射雕英雄传,,国语,0.5573846153846154,,,573556,8.1,2.970461538461538,,,,,,,27211,,,7.7
,1.96亿,,,,,12989,,内地,,,古装剧/宫廷剧/剧情,,,石零/张子恩,,,,http://www.iqiyi.com/a_19rrj5yac9.html,,,,,,宰相刘罗锅,,国语,,,,90252,8,,,,,,,,29675,,,8.7
,2.07亿,,,,,163981,,内地,,,喜剧/青春剧/家庭剧,,,林丛,,,,http://www.iqiyi.com/a_19rrj6rlih.html,,,,,,家有儿女 第三部,,100集全,,,,1084253,,,,,,,,,,,,8.7
,1.12亿,,,,,24784,,内地,,,言情剧/偶像剧/都市,,,柯翰辰,,,,http://www.iqiyi.com/a_19rrhbgic9.html,,,,,,美丽的秘密未删减版,,国语,,,,75170,,,,,,,,,,,,7.5
,2.06亿,,,,,642351,,内地,,,年代剧/家庭剧/剧情,,,陈朱煌,,,,http://www.iqiyi.com/a_19rrk3olch.html,,,,,,天涯赤子心,,38集全,,,,8312942,,,,,,,,,,,,9.3
,5.40亿,,,,,33772,,内地,,,言情剧/古装剧/偶像剧/神话剧,,,吴锦源/陈国华/黄锦田/陈俊,,,,http://www.iqiyi.com/a_19rrgcpnmp.html,,,,,,追鱼传奇,,国语,,,,255068,5.9,,,,,,,,1538,,,8.8
,4.29亿,2.6666666666666665,,,,39697,,内地,,,历史剧/军旅剧/剧情,,,侯明杰,,,,http://www.iqiyi.com/a_19rrhc0jpp.html,,,,,,我的特一营,,国语,1.0554444444444444,3.1666666666666665,1.1294444444444443,186276,6.7,2.995,,,,,,,374,3.3072222222222227,,8.2
,5123万,,,,,2180,,内地,,,罪案剧/剧情,,,穆龙,,,,http://www.iqiyi.com/a_19rrh9q67h.html,,,,,,铁腕行动,,国语,,,,4398,0,,,,,,,,4,,,6.7
,5.15亿,,,,,37779,,内地,江苏卫视,,言情剧/剧情/都市,,,刘国彤,,,,http://www.iqiyi.com/a_19rrhbzyqt.html,,,,,,第二次人生,,国语,0.8969583333333334,,,76487,3.6,,,,,,,,1530,,,6.7
,1.46亿,,,,,9231,,内地,,,喜剧/家庭剧/都市,,,郑凯南/田镇,,,,http://www.iqiyi.com/a_19rrhadsd5.html,,,,,,你是我的眼,,国语,,,,51936,0,,,,,,,,5,,,8.5
,5.08亿,,,,,48922,,内地,,,言情剧/偶像剧/青春剧/都市,,,邹集城,,,,http://www.iqiyi.com/a_19rrhbd5hd.html,,,,,,花火,,国语,,,,269009,8.5,,,,,,,,32913,,,8.5
,2.55亿,,,,,10535,,内地,电视剧《宜昌保卫战》央视八套CSM52城收视,,国语,,,齐星,,,,http://www.iqiyi.com/a_19rrh9pfpp.html,,,,,,宜昌保卫战,,35集全,128.07016666666667,2.75,,33873,6.9,4.0720833333333335,,,,,,,248,,,7.6
,1.27亿,,,,,18139,,台湾,,,武侠剧/古装剧/神话剧,,,李惠民,,,,http://www.iqiyi.com/a_19rrj6sus1.html,,,,,,风云2,,国语,,,,129001,,,,,,,,,,,,8.8
,5553万,,,,,5050,,内地,,,言情剧/偶像剧/喜剧/青春剧/家庭剧/剧情/都市,,,邵警辉,,,,http://www.iqiyi.com/a_19rrhbk2v5.html,,,,,,假如幸福来临,,国语,0.24679999999999996,19.0,,33383,5.6,0.6894666666666667,,,,,,,128,,,8.7
,7.56亿,,,,,36212,,内地,,,军旅剧/剧情,,,杜军,,,,http://www.iqiyi.com/a_19rrhafhz9.html,,,,,,铁血战狼,,国语,,,,98822,6.1,,,,,,,,43,,,7.3
,3102万,,,,,1990,,内地,,,武侠剧/古装剧/悬疑剧/喜剧,,,罗福,,,,http://www.iqiyi.com/a_19rrh9vi5h.html,,,,,,龙游天下,,国语,,,,14001,5.5,,,,,,,,1253,,,8.8
,3.23亿,,,,,14051,,内地,《闺蜜嫁到》CSM52城湖北卫视收视,,家庭剧/剧情,,,周俊伦,,,,http://www.iqiyi.com/a_19rrhas6yh.html,,,,,,闺蜜嫁到,,国语,0.36748000000000003,13.04,,39332,0,1.0495999999999999,,,,,,,42,,,7.4
,2.51亿,,,,,11317,,内地,,,古装剧/悬疑剧/剧情,,,胡明凯,,,,http://www.iqiyi.com/a_19rrj6v00p.html,,,,,,少年包青天Ⅲ,,45集全,,,,129822,,,,,,,,,,,,9.2
,1.99亿,,,,,19147,,内地,,,言情剧/偶像剧/青春剧/都市,,,刘新,,,,http://www.iqiyi.com/a_19rrhc0c61.html,,,,,,幸福三十六计,,国语,,,,103741,,,,,,,,,,,,8.4
,5.62亿,,,,,59503,,内地,,,言情剧/偶像剧/青春剧/都市,,,刘俊杰,,,,http://www.iqiyi.com/a_19rrhahnct.html,,,,,,柠檬初上,,国语,,,,181114,,,,,,,,,,,,7.5
,1573万,,,,,1265,,内地,,,言情剧/家庭剧,,,罗福,,,,http://www.iqiyi.com/a_19rrh9vik9.html,,,,,,木棉花的春天,,国语,,,,2654,5.7,,,,,,,,893,,,6.8
,505万,,,,,334,,内地,,,喜剧/都市/网络剧,,,王辉,,,,http://www.iqiyi.com/a_19rrh9aag5.html,,,,,,小饭桌的故事,,国语,,,,1088,0,,,,,,,,2,,,7.7
,7679万,,,,,6427,,内地,,,言情剧/年代剧/剧情,,,杜军,,,,http://www.iqiyi.com/a_19rrhayyip.html,,,,,,爱你一生,,国语,,,,13560,,,,,,,,,,,,6.8
,9709万,,,,,8923,,内地,,,家庭剧/剧情/都市,,,李平/华宁,,,,http://www.iqiyi.com/a_19rrhbb8i9.html,,,,,,穷孩子富孩子,,国语,,,,37928,4,,,,,,,,324,,,8.1
,1.54亿,,,,,74723,,内地,,,古装剧/悬疑剧/剧情,,,唐浩,,,,http://www.iqiyi.com/a_19rrjaa2b1.html,,,,,,包青天之七侠五义,,国语,,,,353169,,,,,,,,,,,,8.3
,2.00亿,,,,,11801,,内地,,,悬疑剧/谍战剧/剧情,,,甘露,,,,http://www.iqiyi.com/a_19rrk7wusl.html,,,,,,一触即发,,,,,,102514,5.7,,,,,,,,25308,,,9.0
,3561万,,,,,2841,,内地,,,言情剧/悬疑剧/剧情,,,穆龙/尚洪武,,,,http://www.iqiyi.com/a_19rrhbzuvl.html,,,,,,新四大名捕,,国语,,,,5593,5.2,,,,,,,,140,,,6.6
,6.49亿,,,,,55465,,内地,,,言情剧/古装剧/偶像剧/喜剧/神话剧,,,徐惠康/苏沅峯,,,,http://www.iqiyi.com/a_19rrgjdiu5.html,,,,,,土地公土地婆,,国语,,,,391008,4.5,,,,,,,,181,,,8.8
,4.19亿,,,,,19721,,内地,,,年代剧/谍战剧,,,高战/李宏宇/张磊,,,,http://www.iqiyi.com/a_19rrhbfqf1.html,,,,,,热血,,国语,,,,62213,,,,,,,,,,,,7.6
,3379万,,,,,2431,,内地,,,言情剧/偶像剧/都市,,,陈铭章,,,,http://www.iqiyi.com/a_19rrh90jut.html,,,,,,遇见爱情的利先生未删减版,,国语,,,,10458,,,,,,,,,,,,8.1
,3.04亿,,,,,1810453,,内地,,,古装剧/神话剧/穿越剧,,,蔡晶盛,,,,http://www.iqiyi.com/a_19rrjaj3hd.html,,,,,,女娲传说之灵珠,,36集全,,,,16797270,4.9,,,,,,,,2281,,,9.0
,2.44亿,,,,,26157,,内地,,,年代剧/青春剧/家庭剧,,,习辛,,,,http://www.iqiyi.com/a_19rrgj96y1.html,,,,,,二叔,,国语,,,,68776,6.5,,,,,,,,252,,,7.2
,4024万,,,,,11482,,内地,,,言情剧/武侠剧/古装剧/偶像剧/剧情,,,李慧珠,,,,http://www.iqiyi.com/a_19rrhc1yt5.html,,,,,,神雕侠侣陈晓版杨过特辑,,国语,,,,44010,,,,,,,,,,,,7.9
,9427万,,,,,10868,,内地,,,言情剧/偶像剧/青春剧/网络剧,,,凃俊光,,,,http://www.iqiyi.com/a_19rrh91yyx.html,,,,,,明星志愿2,,国语,,,,77449,,,,,,,,,,,,8.8
,2.58亿,,,,,16409,,内地,,,历史剧/古装剧/年代剧/宫廷剧,,,陈家林、刘大印,,,,http://www.iqiyi.com/a_19rrjs52kt.html,,,,,,康熙王朝50集版,,50集全,,,,72035,,,,,,,,,,,,8.1
,3.77亿,,,,,28365,,内地,,,年代剧/谍战剧/剧情,,,黄文利,,,,http://www.iqiyi.com/a_19rrhb0glp.html,,,,,,铁核桃,,国语,,,,73115,5.9,,,,,,,,159,,,7.2
,4.93亿,,,,,48879,,内地,,,武侠剧/古装剧/神话剧,,,钱雁秋/靳德茂,,,,http://www.iqiyi.com/a_19rrhawb4p.html,,,,,,石敢当之雄峙天东,,国语,,,,283261,3.5,,,,,,,,718,,,8.5
,2.46亿,,,,,14089,,内地,,,年代剧/悬疑剧/谍战剧/剧情,,,李雪,,,,http://www.iqiyi.com/a_19rrhb96l5.html,,,,,,伪装者未删减版,,国语,,,,114769,,,,,,,,,,,,8.9
,1.51亿,,,,,8452,,内地,,,谍战剧/军旅剧/剧情,,,张国庆,,,,http://www.iqiyi.com/a_19rrhc2541.html,,,,,,剿匪英雄,,国语,,,,20786,0,,,,,,,,32,,,7.1
,4.86亿,,,,,71003,,内地,,,言情剧/家庭剧/都市,,,滕文骥/王为,,,,http://www.iqiyi.com/a_19rrhb51bl.html,,,,,,二胎时代,,国语,,,,452241,7.3,,,,,,,,1342,,,8.6
,1757万,,,,,1768,,内地,,,家庭剧/剧情/都市,,,谭铭,,,,http://www.iqiyi.com/a_19rrhc343p.html,,,,,,中国式相亲,,国语,,,,3884,5.5,,,,,,,,1914,,,6.9
,4.33亿,,,,,46968,,内地,,,言情剧/年代剧/剧情,,,林添一,,,,http://www.iqiyi.com/a_19rrhb0w7x.html,,,,,,泪洒女人花,,国语,,,,104586,3.1,,,,,,,,192,,,6.9
,7.58亿,,,,,31931,,内地,,,谍战剧,,,曾辉,,,,http://www.iqiyi.com/a_19rrh9urn1.html,,,,,,锻刀,,国语,,,,78839,5,,,,,,,,207,,,7.1
,3820万,,,,,4354,,内地,,,言情剧/剧情/都市/网络剧,,,刘二威,,,,http://www.iqiyi.com/a_19rrh9yedp.html,,,,,,女人的武器,,国语,,,,60389,5.5,,,,,,,,48,,,9.3
,3.25亿,,,,,24933,,内地,,,剧情/都市,,,杨亚洲,,,,http://www.iqiyi.com/a_19rrhaxjhl.html,,,,,,嘿，老头！,,国语,,,,159445,7.8,,,,,,,,3979,,,8.6
,1.91亿,,,,,23339,,内地,,,悬疑剧/谍战剧/军旅剧/剧情,,,李森,,,,http://www.iqiyi.com/a_19rrhb8rp1.html,,,,,,刺蝶,,国语,,,,56694,2.8,,,,,,,,45,,,7.1
,25.15亿,,,,,198414,,内地,,,历史剧/武侠剧/偶像剧/剧情,,,李国立,,,,http://www.iqiyi.com/a_19rrhbaitd.html,,,,,,秦时明月,,国语,,,,1290948,4.6,,,,,,,,5897,,,8.7
,7799万,,,,,17651,,内地,,,年代剧/农村剧/谍战剧,,,徐耿,,,,http://www.iqiyi.com/a_19rrjtpi8h.html,,,,,,小兵张嘎,,20集全,,,,90128,7.8,,,,,,,,21701,,,8.4
,9840万,,,,,1704,,内地,,,历史剧/军旅剧,,,花箐,,,,http://www.iqiyi.com/a_19rrk3ya8t.html,,,,,,我的兄弟叫顺溜,,26集全,,,,10712,6.8,,,,,,,,6229,,,8.6
,1.01亿,,,,,5223,,内地,,,历史剧/军旅剧,,,高希希,,,,http://www.iqiyi.com/a_19rrk30cf5.html,,,,,,狙击手,,25集全,,,,10875,7.6,,,,,,,,465,,,6.8
,5.47亿,,,,,26470,,内地,,,武侠剧/古装剧/喜剧,,,王勇/宁财神,,,,http://www.iqiyi.com/a_19rrift3bg.html,,,,,,龙门镖局,,,0.5337333333333334,6.866666666666666,,227925,7.4,,,,,,,,43164,,,9.0
,7137万,,,,,5242,,内地,,,言情剧/武侠剧/古装剧/剧情,,,袁和平/鲁晓威,,,,http://www.iqiyi.com/a_19rrhbbvvh.html,,,,,,小李飞刀,,国语,,,,18773,7.3,,,,,,,,28873,,,7.8
,5.87亿,,,,,58664,,内地,,,言情剧/喜剧/网络剧,,,尹琪,,,,http://www.iqiyi.com/a_19rrhc26wp.html,,,,,,废柴兄弟2,,国语,,,,425233,7.5,,,,,,,,909,,,8.8
,5.35亿,,,,,21547,,内地,,,军旅剧,,,黄家辉/寇占文,,,,http://www.iqiyi.com/a_19rrh9vb61.html,,,,,,暗战危城,,国语,,,,49007,3.7,,,,,,,,53,,,6.9
,3992万,,,,,3043,,内地,,,年代剧/谍战剧/剧情,,,孙小光,,,,http://www.iqiyi.com/a_19rrgierdh.html,,,,,,狼烟2013版,,国语,,,,13507,,,,,,,,,,,,8.2
,3.05亿,,,,,18771,,内地,,,罪案剧/剧情/都市,,,徐庆东,,,,http://www.iqiyi.com/a_19rrjz3jwt.html,,,,,,重案六组第四部,,,,,,134067,,,,,,,,,,,,8.8
,2.03亿,,,,,8647,,内地,,,年代剧/军旅剧/剧情,,,周小兵,,,,http://www.iqiyi.com/a_19rrifu0th.html,,,,,,狼牙英雄,,,,,,26857,0,,,,,,,,34,,,7.6
,1.11亿,,,,,21251,,内地,,,古装剧/喜剧/宫廷剧,,,刘家成,,,,http://www.iqiyi.com/a_19rrj6v9s9.html,,,,,,铁齿铜牙纪晓岚第三部,,国语,,,,442022,,,,,,,,,,,,9.5
,2.93亿,,,,,25451,,内地,,,言情剧/家庭剧/都市,,,习辛,,,,http://www.iqiyi.com/a_19rrhbf9v9.html,,,,,,继父回家,,国语,,,,73839,4.3,,,,,,,,291,,,7.4
,2.58亿,,,,,14326,,内地,,,古装剧/悬疑剧/剧情,,,胡明凯,,,,http://www.iqiyi.com/a_19rrj5qmjl.html,,,,,,少年包青天Ⅱ,,40集全,,,,112947,6.8,,,,,,,,22266,,,8.9
,4.25亿,,,,,31631,,内地,,,剧情,,,李印,,,,http://www.iqiyi.com/a_19rrhb1zup.html,,,,,,生死连,,国语,,,,96637,9.4,,,,,,,,60,,,7.5
,12.09亿,,,,,184855,,内地,,,言情剧/古装剧/宫廷剧/剧情,,,李惠民/白云默,,,,http://www.iqiyi.com/a_19rrhb9929.html,,,,,,多情江山,,国语,1.0379310344827584,2.206896551724138,,590920,3.7,,,,,,,,598,,,7.6
,9.10亿,,,安徽卫视,,77067,,内地,北京卫视,,言情剧/偶像剧/青春剧/都市,,,赵宝刚,,,,http://www.iqiyi.com/a_19rrhbzeyt.html,,0.7898461538461538,,,,青年医生,,国语,1.0284615384615383,,0.8109230769230769,416821,5.7,,浙江卫视,天津卫视,0.408076923076923,,,,3693,,,8.4
,6.32亿,,,,,35038,,内地,,,年代剧/谍战剧,,,王利兴,,,,http://www.iqiyi.com/a_19rrhaamkl.html,,,,,,狐影,,国语,,,,104812,4.7,,,,,,,,156,,,7.5
,1.90亿,,,,,29213,,内地,,,武侠剧/古装剧/剧情,,,王新民,,,,http://www.iqiyi.com/a_19rrj5uryd.html,,,,,,侠客行,,40集全,,,,419887,5.8,,,,,,,,3030,,,9.3
,2.68亿,,,,,78291,,内地,,,言情剧/古装剧/喜剧,,,赖水清,,,,http://www.iqiyi.com/a_19rrjae2ml.html,,,,,,刁蛮公主,,33集全,,,,1085855,5.4,,,,,,,,10765,,,9.3
,3.66亿,,,,,18454,,内地,,,国语,,,周敏,,,,http://www.iqiyi.com/a_19rrhau4ox.html,,,,,,游击英雄,,36集全,,,,37220,2.9,,,,,,,,83,,,6.7
,2694万,,,,,1970,,内地,,,言情剧/家庭剧,,,习辛,,,,http://www.iqiyi.com/a_19rrh9ubdl.html,,,,,,七妹,,国语,,,,3815,5.7,,,,,,,,64,,,6.6
,1.43亿,,,,,17988,,内地,,,历史剧/武侠剧/古装剧,,,丁仰国,,,,http://www.iqiyi.com/a_19rrj6v1j9.html,,,,,,薛仁贵传奇,,国语,,,,126908,5.8,,,,,,,,2171,,,8.8
,2.18亿,,,,,36718,,内地,,,言情剧/青春剧/家庭剧,,,刘惠宁,,,,http://www.iqiyi.com/a_19rrjaf33x.html,,,,,,你是我的兄弟,,国语,,,,1387903,7,,,,,,,,42,,,9.7
,1.32亿,,,,,16059,,内地,,,罪案剧/军旅剧/剧情,,,刘猛,,,,http://www.iqiyi.com/a_19rrhb1km9.html,,,,,,特警力量未删减版,,国语,,,,69304,,,,,,,,,,,,8.1
,9287万,,,,,5900,,内地,,,历史剧,,,陈力,,,,http://www.iqiyi.com/a_19rrharmrp.html,,,,,,海棠依旧,,国语,,,,35186,8.1,,,,,,,,1203,,,8.6
,8.78亿,,,,,45725,,内地,,,言情剧/青春剧/家庭剧,,,刘二威/王兵,,,,http://www.iqiyi.com/a_19rrhb0965.html,,,,,,嫁个老公过日子,,国语,0.8224666666666667,,0.8857142857142859,151724,6.7,,,,,,,,843,,,7.7
,4755万,,,,,7424,,内地,,,言情剧/偶像剧/青春剧/都市,,,袁晓满,,,,http://www.iqiyi.com/a_19rrhasqb1.html,,,,,,麻辣变形计未删减版,,国语,,,,52479,,,,,,,,,,,,8.8
,2.99亿,,,,,32292,,内地,,,谍战剧/军旅剧/剧情,,,蒲腾晋/李志强,,,,http://www.iqiyi.com/a_19rrhb9g5p.html,,,,,,卧底,,国语,,,,97908,4.8,,,,,,,,88,,,7.5
