link,score,name,play_count,domain
http://www.le.com/tv/10014468.html,8.2,新济公活佛下部未删减版,5536604,le
http://www.le.com/tv/10017091.html,8.0,地雷英雄传,38525394,le
http://www.le.com/tv/10031247.html,8.0,国家底线,49613015,le
http://www.le.com/tv/10030568.html,8.0,红旗漫卷西风,19623155,le
http://www.le.com/tv/10011567.html,10.0,幻城,2004923816,le
http://www.le.com/tv/10025373.html,10.0,幻城 未删减版,159099442,le
http://www.le.com/tv/10030590.html,8.8,红色护卫,20421799,le
http://www.le.com/tv/10008217.html,8.2,寒山令,166729695,le
http://www.le.com/tv/10030619.html,8.3,暗战危城,58708407,le
http://www.le.com/tv/10029542.html,8.5,花满楼,141282726,le
http://www.le.com/tv/10030394.html,8.0,骡子和金子,45121704,le
http://www.le.com/tv/10030600.html,7.9,我是红军,13748429,le
http://www.le.com/tv/10030296.html,8.0,蜂鸟,454365318,le
http://www.le.com/tv/10030699.html,8.8,红星照耀中国 未删减版,1320718,le
http://www.le.com/tv/10030632.html,,红星照耀中国,8993499,le
http://www.le.com/tv/10018210.html,8.0,你是我的眼,31835705,le
http://www.le.com/tv/10029240.html,8.5,傻儿传奇之抗战到底,65941981,le
http://www.le.com/tv/10027673.html,8.0,遥远的距离,62469970,le
http://www.le.com/tv/10027845.html,8.5,偶像猎手,114810304,le
http://www.le.com/tv/10014612.html,8.0,双刺 未删减版,5410519,le
http://www.le.com/tv/10029884.html,8.0,双刺,282955508,le
http://www.le.com/tv/10029831.html,8.0,亲密的搭档,43419365,le
http://www.le.com/tv/10029731.html,8.0,映山红,75890202,le
http://www.le.com/tv/10027457.html,8.5,养个孩子不容易,63895320,le
http://www.le.com/tv/10029295.html,,安居,56048192,le
http://www.le.com/tv/10029239.html,8.0,锻刀,261729593,le
http://www.le.com/tv/10017712.html,7.8,欢天喜地对亲家未删减版,10374111,le
http://www.le.com/tv/10029522.html,9.0,跟上我魔性的步伐,57459,le
http://www.le.com/tv/10027534.html,8.0,CCHQ 新审“美”,128856,le
http://www.le.com/tv/10030005.html,,女怕嫁错郎未删减版,5038855,le
http://www.le.com/tv/10027281.html,8.0,终极使命,36317482,le
http://www.le.com/tv/10028045.html,7.2,荣生茂风云,158769,le
http://www.le.com/tv/94473.html,8.0,钱塘传奇,35444164,le
http://www.le.com/tv/10016782.html,,我是赵传奇,22351702,le
http://www.le.com/tv/10015154.html,8.8,破阵,25277866,le
http://www.le.com/tv/10012975.html,8.5,地下地上之大陆小岛,16833568,le
http://www.le.com/tv/10015012.html,8.8,菜刀班尖刀连,17741664,le
http://www.le.com/tv/10010751.html,7.0,乐在旅途,12424319,le
http://www.le.com/tv/92815.html,9.0,大汉情缘之云中歌,738813839,le
http://www.le.com/tv/10015023.html,9.0,恋上黑天使,25857675,le
http://www.le.com/tv/10015592.html,,决杀,32549421,le
http://www.le.com/tv/10015916.html,9.0,青岛往事,48751584,le
http://www.le.com/tv/10016481.html,8.5,长安三怪探未删减版,145374712,le
http://www.le.com/tv/10013451.html,,生死血符,19481068,le
http://www.le.com/tv/10013727.html,8.4,夺宝传奇,22878179,le
http://www.le.com/tv/10015409.html,8.0,激战,54202739,le
http://www.le.com/tv/10017046.html,8.0,花火,76916367,le
http://www.le.com/tv/10012700.html,8.5,南侨机工英雄传,24468741,le
