play_count,name,score,domain,link
63649380,舰在亚丁湾,6.7,youku,http://list.youku.com/show/id_zf5c8ddde0d9111e4a705.html
29896023,加油爱人 DVD版,4.7,youku,http://list.youku.com/show/id_z9b8c7bcad9b911e3b8b7.html
76257190,穿越火线 TV版,5.7,youku,http://list.youku.com/show/id_z26fb065c55d111e4abda.html
35730178,虎口拔牙,6.7,youku,http://list.youku.com/show/id_z02c060267b5a11e4b2ad.html
93448121,大漠苍狼,6.5,youku,http://list.youku.com/show/id_z94e02d9860b611e38b3f.html
92347410,兵出潼关,5.8,youku,http://list.youku.com/show/id_z4f42faa02d9211e4b2ad.html
7028079,完美新娘,7.4,youku,http://list.youku.com/show/id_z9dc980b6a3cf11e296da.html
169494952,大都市小爱情,6.9,youku,http://list.youku.com/show/id_za5e1239a0bca11e38b3f.html
51758112,大村官之放飞梦想,8.3,youku,http://list.youku.com/show/id_z03cce654c2dd11e4abda.html
8375498,青春万万岁,8.4,youku,http://list.youku.com/show/id_zbdb9e9f4bd5611e4b432.html
4630583,爸爸快长大,8.4,youku,http://list.youku.com/show/id_z1e416048a2b111e3a705.html
3008019,淑女之家,8.9,youku,http://list.youku.com/show/id_z7cf7cbeed4a411e2b16f.html
162864179,东江英雄刘黑仔,7.1,youku,http://list.youku.com/show/id_zf789007e854111e296ac.html
18226831,偏偏喜欢你 DVD版,9,youku,http://list.youku.com/show/id_zc40ca662133611e5abda.html
14063436,太行山上,7.7,youku,http://list.youku.com/show/id_z5a812978367911e5b432.html
112154900,温州两家人,9.2,youku,http://list.youku.com/show/id_zc902e8b089e811e5b522.html
35801700,月供,9.4,youku,http://list.youku.com/show/id_z88f028fc16f111e4a705.html
104496666,巨浪,7.7,youku,http://list.youku.com/show/id_z5635883057a011e5a080.html
34246392,伙伴夫妻,8.5,youku,http://list.youku.com/show/id_zc80ad372cc7511e4b2ad.html
46452502,香火,8.4,youku,http://list.youku.com/show/id_zdab5ddc6613011e296ac.html
5803204,黄河在咆哮,7.4,youku,http://list.youku.com/show/id_zfd50ec66374a11e5b692.html
147517677,待嫁老爸,9,youku,http://list.youku.com/show/id_z131ba36a29d211e4b8b7.html
272339222,我的媳妇是女王,9.3,youku,http://list.youku.com/show/id_z1308f646367b11e5b2ad.html
70385332,突围突围,6.7,youku,http://list.youku.com/show/id_z12d6cc58c3cf11e4b692.html
9129373,二十四道拐,7.4,youku,http://list.youku.com/show/id_zd147ce98508e11e5b5ce.html
38170423,边关烽火情,7.3,youku,http://list.youku.com/show/id_z622975543ac211e3b8b7.html
44316352,绝命追踪,8.9,youku,http://list.youku.com/show/id_zf82a67f823c211e5a080.html
195578670,地雷英雄传,7.9,youku,http://list.youku.com/show/id_z29456a3a60c811e5b432.html
48776045,岁月如金,8.9,youku,http://list.youku.com/show/id_zbf86ba06a8d511e296ac.html
93454560,我的抗战之铁血轻奇兵,7.3,youku,http://list.youku.com/show/id_zd96feb38e32d11e4b522.html
108449145,天才J,9.9,youku,http://list.youku.com/show/id_z92a2c8f4e36111e4b5ce.html
54216235,劫中劫,7.7,youku,http://list.youku.com/show/id_z4b182f78f01b11e2a705.html
30257174,我的绝密生涯,7.2,youku,http://list.youku.com/show/id_z8727ea7af01711e2b8b7.html
38794557,我爷爷和奶奶的故事,7.4,youku,http://list.youku.com/show/id_za5ec49bad04511e3b8b7.html
254245688,我的宝贝,9.3,youku,http://list.youku.com/show/id_zf62c9c6a1a4d11e5b2ad.html
74844172,二胎,6.9,youku,http://list.youku.com/show/id_za6d8edf0becc11e2b356.html
70079608,势不两立,6.3,youku,http://list.youku.com/show/id_zf204ef24f7f011e2a705.html
56444988,镖门,8.2,youku,http://list.youku.com/show/id_z1647e22284ec11e4b2ad.html
26970078,翠兰的爱情,6,youku,http://list.youku.com/show/id_z6b28dbc8fc0e11e3b8b7.html
100027101,养父的花样年华,7.2,youku,http://list.youku.com/show/id_z85385ef25a5b11e4a080.html
69688164,怒放,7.8,youku,http://list.youku.com/show/id_z251661e8954511e4abda.html
33341538,觉醒者,6.1,youku,http://list.youku.com/show/id_zfa30c3a0326c11e4b2ad.html
149870630,别逼我结婚,7.2,youku,http://list.youku.com/show/id_ze37e654666c411e38b3f.html
73505229,武林猛虎,3.9,youku,http://list.youku.com/show/id_z44a73e7a27e611e2b356.html
65153737,错放你的手,3.7,youku,http://list.youku.com/show/id_z09d9184a93c911e3a705.html
15312587,老妈的三国时代,8.3,youku,http://list.youku.com/show/id_za86e9efae9ea11e2b8b7.html
517269894,犀利仁师 DVD版,7.6,youku,http://list.youku.com/show/id_zb721cb5a03be11e3a705.html
5167116,金牌律师,8.1,youku,http://list.youku.com/show/id_zcf7eb60c695a11e3b8b7.html
52729964,反击,2.8,youku,http://list.youku.com/show/id_z68bf41ce08b211e3a705.html
78350025,匹夫英雄,8.9,youku,http://list.youku.com/show/id_z1b8c5c54e79a11e2a705.html
163324126,冒牌英雄,5.5,youku,http://list.youku.com/show/id_z60c81b9ad8c311e2b2ac.html
22590449,战火兵魂,6.4,youku,http://list.youku.com/show/id_ze9ca816803ac11e2b52a.html
38371600,刘海砍樵,5.7,youku,http://list.youku.com/show/id_z38f9d9467f2611e3a705.html
33441272,如果我爱你 DVD版,8.2,youku,http://list.youku.com/show/id_ze21e2a7e1a8911e38b3f.html
392376289,大汉贤后卫子夫 TV版,7.9,youku,http://list.youku.com/show/id_z44928e7ced1511e28b3f.html
2467669,我和我的他们,8.6,youku,http://list.youku.com/show/id_zcebae2c858ff11e4a080.html
25526143,边城,4.7,youku,http://list.youku.com/show/id_zcbacf43af77b11e3b2ad.html
100664643,铁血独立营,3,youku,http://list.youku.com/show/id_z1e076b2c4ff011e38b3f.html
300594369,铁血红安,6.8,youku,http://list.youku.com/show/id_z01cabb3ac53011e296ac.html
13842817,芙蓉诀,8.4,youku,http://list.youku.com/show/id_z47dc8e06a95711e5b692.html
188587212,小爸妈 TV版,9.2,youku,http://list.youku.com/show/id_z03a9f4fc31e911e5b522.html
49071840,猎魔,5.9,youku,http://list.youku.com/show/id_ze5c70ad08c6111e296ac.html
8932220,孤雁,8.4,youku,http://list.youku.com/show/id_z4ef8117c1a2011e5b692.html
120328708,后海不是海,8.9,youku,http://list.youku.com/show/id_z567b2ece08c411e5b522.html
17412327,仙侠剑,8.4,youku,http://list.youku.com/show/id_z07c787b2080911e48b3f.html
331978515,我的灵界男友,9.3,youku,http://list.youku.com/show/id_z105ad8523a7b11e5b432.html
60809990,地下地上之大陆小岛,8.1,youku,http://list.youku.com/show/id_z9459072afd7211e2b8b7.html
5871300,马上天下,8.6,youku,http://list.youku.com/show/id_zea989328238e11e5b692.html
215349290,左手劈刀,8.2,youku,http://list.youku.com/show/id_zdf3bf0663b1111e5b522.html
52748998,神机妙算刘伯温 TV版,8.6,youku,http://list.youku.com/show/id_zdab47e0e2ea611e5a080.html
25221931,锦绣缘华丽冒险 DVD版,8.8,youku,http://list.youku.com/show/id_zdc4a558ef52911e3a705.html
14636077,爸爸是条龙,8.6,youku,http://list.youku.com/show/id_zea8dd80a23a411e5b692.html
275494017,酷爸俏妈,9.3,youku,http://list.youku.com/show/id_z1d09e30cc79611e4b8e3.html
9638256,夺宝传奇,8.7,youku,http://list.youku.com/show/id_z648b869ae96511e49e2a.html
176689921,无敌铁桥三,8.4,youku,http://list.youku.com/show/id_zbcabfacc193f11e4b8b7.html
70350715,东北抗日联军,7.3,youku,http://list.youku.com/show/id_z732ae57e216911e5b2ad.html
36348408,少年神探狄仁杰 未删减版,9.3,youku,http://list.youku.com/show/id_za6b5a300456f11e5b5ce.html
48432408,血刃,6,youku,http://list.youku.com/show/id_zcd06112ef4c811e28b3f.html
169610844,好大一个家,8.9,youku,http://list.youku.com/show/id_z6a2a3624aee211e2a19e.html
188583888,别叫我兄弟,8.9,youku,http://list.youku.com/show/id_z2deaa2383dd711e2b356.html
107375036,于无声处,8.9,youku,http://list.youku.com/show/id_z5a7f3988ea6111e4a080.html
11767640,戴流苏耳环的少女,8.5,youku,http://list.youku.com/show/id_z00cfa43883a211e59e2a.html
234218331,会痛的17岁,9.5,youku,http://list.youku.com/show/id_ze955c2bc813d11e5a080.html
249082521,花火,9.4,youku,http://list.youku.com/show/id_z5f7a0afe9e1511e5b432.html
386559595,天使的城,9.3,youku,http://list.youku.com/show/id_z77b048e093e911e4b432.html
51033161,女人的抗战,6.3,youku,http://list.youku.com/show/id_zc9323754dbdf11e38b3f.html
123929315,寒冬,8.1,youku,http://list.youku.com/show/id_z5886cd3e6f6211e296ac.html
493003211,冰与火的青春 TV版,9.3,youku,http://list.youku.com/show/id_z16260472156511e5b5ce.html
102392028,婚姻料理,6.3,youku,http://list.youku.com/show/id_zc2dd87522e5811e4b432.html
104893303,谈判冤家,7.1,youku,http://list.youku.com/show/id_z3835db24188f11e4a705.html
106345549,我的抗战之猎豹突击,5.8,youku,http://list.youku.com/show/id_z07871f0c00d911e38b3f.html
37122765,大清盐商,8.1,youku,http://list.youku.com/show/id_z36f4748a8a7411e4abda.html
28432631,把爱带回家 DVD版,7.7,youku,http://list.youku.com/show/id_z7c249fdc5b2911e4b522.html
11965862,隋唐英雄3,8.7,youku,http://list.youku.com/show/id_z9c1676a2b91e11e2a19e.html
31100386,美丽谎言,7.1,youku,http://list.youku.com/show/id_zb694481ed00711e3b8b7.html
257533038,相爱十年 TV版,6.4,youku,http://list.youku.com/show/id_zf1d657a4f84411e3a705.html
92897922,尖刀出鞘,4.3,youku,http://list.youku.com/show/id_z95faf6cc6d3611e3a705.html
48068534,十送红军,6.8,youku,http://list.youku.com/show/id_za889a856d56a11e299f6.html
218480700,如果我爱你 TV版,4.9,youku,http://list.youku.com/show/id_zbc367750cf7211e3a705.html
210051879,万万没想到之小兵过年,6.5,youku,http://list.youku.com/show/id_za26e54fc744e11e38b3f.html
88870394,剿匪英雄,5.6,youku,http://list.youku.com/show/id_z42f0135aafd911e38b3f.html
129486770,我要当八路,6.5,youku,http://list.youku.com/show/id_z87e4c2706afb11e4abda.html
461600353,情定三生,8,youku,http://list.youku.com/show/id_z7545c5940b2711e4b8b7.html
85172655,豆腐西施杨七巧,6,youku,http://list.youku.com/show/id_zf428e5201a8311e38b3f.html
346314429,约会专家,8.3,youku,http://list.youku.com/show/id_zd7e62f2efda711e2b8b7.html
62269658,代号九耳犬,3.8,youku,http://list.youku.com/show/id_zf928b2c8234611e3a705.html
262786145,十月围城,8.2,youku,http://list.youku.com/show/id_z7d97a78256d611e296ac.html
176724694,壮士出川,5.2,youku,http://list.youku.com/show/id_z90f7743e309111e3b8b7.html
242087113,锋刃,7.9,youku,http://list.youku.com/show/id_zd81272e859c011e4b432.html
117030755,利箭纵横,4.1,youku,http://list.youku.com/show/id_zeb6aa88c66fb11e3b8b7.html
342656340,加油爱人 TV版,4.7,youku,http://list.youku.com/show/id_z99994d06dcdf11e38b3f.html
232839606,铁血武工队传奇,6,youku,http://list.youku.com/show/id_z171fb9a2438f11e4a080.html
163844090,长沙保卫战,7.4,youku,http://list.youku.com/show/id_z5577f3bec34c11e2be40.html
11134280,金战,5.1,youku,http://list.youku.com/show/id_ze91c1118f13611e38b3f.html
68586424,战地狮吼,7.5,youku,http://list.youku.com/show/id_z3adf44f8f5a611e2b8b7.html
26471136,克拉恋人 未删减版,9.1,youku,http://list.youku.com/show/id_zbe076488427411e5b522.html
53442325,菜刀班尖刀连,7.7,youku,http://list.youku.com/show/id_zfd080ed000f311e4b8b7.html
254349028,老婆大人是80后,9.2,youku,http://list.youku.com/show/id_z3a9448925e5311e4b2ad.html
43269274,家有一老,6.9,youku,http://list.youku.com/show/id_zcb4f58ea84a211e29498.html
148789042,急诊室故事,8.9,youku,http://list.youku.com/show/id_z46d6562c90b711e4a080.html
22394527,省港大营救,9,youku,http://list.youku.com/show/id_z4a1f545673a511e5a080.html
198102397,英雄祭,8.5,youku,http://list.youku.com/show/id_zc9550d905f3011e4b2ad.html
78405379,海上孟府,8.9,youku,http://list.youku.com/show/id_z8c5d6858854611e296ac.html
108743471,绝地刀锋,7.4,youku,http://list.youku.com/show/id_z4703dbe210ba11e4b8b7.html
167182647,王大花的革命生涯,8.6,youku,http://list.youku.com/show/id_z5954b7ce8cd611e4abda.html
354680167,聊斋新编 TV版,9.5,youku,http://list.youku.com/show/id_z73c90394b30c11e296da.html
157532168,青岛往事,9.5,youku,http://list.youku.com/show/id_z4957e126d4ad11e2a19e.html
24797991,锦绣缘华丽冒险 江西卫视TV版,8.9,youku,http://list.youku.com/show/id_zd12d2fdaee4a11e49e2a.html
305226214,铁在烧,8.9,youku,http://list.youku.com/show/id_z61604892705d11e4a080.html
168584283,隋唐英雄之薛刚反唐 DVD版,8.3,youku,http://list.youku.com/show/id_zcbe1a7b8b0fb11e4b692.html
120294254,我是赵传奇,8.1,youku,http://list.youku.com/show/id_zf1cad7acb59b11e4a080.html
456040505,陆小凤与花满楼,8.8,youku,http://list.youku.com/show/id_z412e0866a8d111e2b2ac.html
543746942,两生花,9.4,youku,http://list.youku.com/show/id_z823d4396e80111e4b432.html
228153703,俺娘田小草,8.8,youku,http://list.youku.com/show/id_zbbee194a72d911e5b692.html
101025008,家和万事兴 未删减版,9.2,youku,http://list.youku.com/show/id_zac21e624869111e5a080.html
263665656,地雷战,8.5,youku,http://list.youku.com/show/id_zb285958c3cdc11e59e2a.html
12523396,桃花运,8.6,youku,http://list.youku.com/show/id_ze2eb712c697111e4b2ad.html
8719572,爸爸父亲爹,8.3,youku,http://list.youku.com/show/id_z54339efe63ba11e38b3f.html
134520483,异镇,8.6,youku,http://list.youku.com/show/id_z859a677cbc6011e29498.html
279778841,敢爱,9.1,youku,http://list.youku.com/show/id_z7cf7588a130a11e4a705.html
303474581,少年神探狄仁杰 TV版,9.6,youku,http://list.youku.com/show/id_zc55a71405fb811e29498.html
32625848,当人心遇上仁心,7,youku,http://list.youku.com/show/id_z56a72182b60111e196ac.html
110890358,我的青春高八度,8.1,youku,http://list.youku.com/show/id_z927f63c4ed5c11e3b8b7.html
244898173,中国刑警803,8.6,youku,http://list.youku.com/show/id_zdc1e205a5be911e4b432.html
352923673,幸福两部曲,6.4,youku,http://list.youku.com/show/id_z7e2f6242e59211e3b8b7.html
34744211,犀利仁师 TV版,8.1,youku,http://list.youku.com/show/id_z37f39fd6f84911e38b3f.html
104571626,武媚娘传奇 未删减版,8.6,youku,http://list.youku.com/show/id_z125e80d2004f11e1a046.html
156705045,傻儿传奇,6.9,youku,http://list.youku.com/show/id_zaeea7652694411e4b522.html
32839654,开国元勋朱德,6.2,youku,http://list.youku.com/show/id_zac0d47ae534411e4b2ad.html
360255424,新济公活佛 TV版,8.1,youku,http://list.youku.com/show/id_z9189173c276b11e48b3f.html
172990537,幸福36计,7.1,youku,http://list.youku.com/show/id_zb557ab98d00d11e38b3f.html
17494486,追剿,1.5,youku,http://list.youku.com/show/id_z853f69c8517011e1b52a.html
141265538,雪鹰,5.2,youku,http://list.youku.com/show/id_z2ad1e642984411e3b8b7.html
35084803,假如幸福来临,6.1,youku,http://list.youku.com/show/id_z69da497e16fc11e4b2ad.html
47130076,大村官,5.8,youku,http://list.youku.com/show/id_zb923f0ccc46b11e3b8b7.html
92930969,野鸭子2,3.4,youku,http://list.youku.com/show/id_zba4a370cbba811e38b3f.html
62488586,狼烟遍地,4,youku,http://list.youku.com/show/id_z2407dbba567611e3a705.html
53731745,因为爱情 第二部 DVD版,6.7,youku,http://list.youku.com/show/id_z7dbb5698452a11e4b2ad.html
43442030,红箭,5.3,youku,http://list.youku.com/show/id_zd4efe61aaf0511e38b3f.html
312701360,少林寺传奇藏经阁,7.1,youku,http://list.youku.com/show/id_z025e57d8633011e4abda.html
155935741,爱情最美丽,6.9,youku,http://list.youku.com/show/id_z5a7fd2c8aede11e2be40.html
207081860,爷们儿,7.5,youku,http://list.youku.com/show/id_zb19aa9aa3a5d11e4b432.html
166371810,隋唐英雄4,5.4,youku,http://list.youku.com/show/id_zb5dc9724b91e11e2be40.html
143252541,谢文东 第二季,7.7,youku,http://list.youku.com/show/id_z252d7602080b11e4a705.html
274259316,老农民,8,youku,http://list.youku.com/show/id_z55b958d67f7011e4b432.html
306672329,马向阳下乡记,7.7,youku,http://list.youku.com/show/id_z8acba566f0e611e2a705.html
164066025,勇士之城,6.3,youku,http://list.youku.com/show/id_zcb1c9ed8fd7811e28b3f.html
258669916,穷孩子富孩子,6.4,youku,http://list.youku.com/show/id_z20c12302d55911e1b2ac.html
336663132,老兵,5.2,youku,http://list.youku.com/show/id_z83d8b7d876a811e3b8b7.html
17966903,新闺蜜时代,9.1,youku,http://list.youku.com/show/id_zb54ab366f35911e2b8b7.html
219968037,谢文东,7.4,youku,http://list.youku.com/show/id_z6ff178a2992311e3a705.html
136618029,壮丁也是兵,8.7,youku,http://list.youku.com/show/id_zacb226b0979c11e4b522.html
185431504,飞虎队,8.1,youku,http://list.youku.com/show/id_z80ae4706508d11e5b692.html
430490656,闪亮茗天,9.5,youku,http://list.youku.com/show/id_z131a5c98fd0911e4b2ad.html
42326591,神机妙算刘伯温 未删减版,8.7,youku,http://list.youku.com/show/id_z814c149ebd5911e4b692.html
59145607,错伏,7.5,youku,http://list.youku.com/show/id_z75d553fada9d11e2be40.html
158358080,泪洒女人花,7.4,youku,http://list.youku.com/show/id_z3c6f0f2827de11e3a705.html
43397858,兵变1929,7,youku,http://list.youku.com/show/id_z4b25b79c67a311e3b8b7.html
114444689,千金女贼 DVD版,8.9,youku,http://list.youku.com/show/id_z0fb6d9a0b26811e4a080.html
2492114205,大汉情缘之云中歌 TV版,9.3,youku,http://list.youku.com/show/id_ze1c378f4b91811e2be40.html
568430367,三个奶爸,9.4,youku,http://list.youku.com/show/id_z48ac7758c7b011e4b2ad.html
303937108,嫂子嫂子,8.5,youku,http://list.youku.com/show/id_z3f7d9fac44c111e5b2ad.html
157050439,婆媳的战国时代,8.4,youku,http://list.youku.com/show/id_zee28d55c502611e4a080.html
1207073588,锦绣缘华丽冒险 湖南卫视TV版,9.3,youku,http://list.youku.com/show/id_z7b4abbd4c0c611e4a080.html
583341342,最佳前男友,9.6,youku,http://list.youku.com/show/id_z70a1bb68148d11e5b2ad.html
156056192,终极对决,8,youku,http://list.youku.com/show/id_z02ad287c0be711e4b2ad.html
483627916,抓住彩虹的男人,9.4,youku,http://list.youku.com/show/id_zcdf043d8e6db11e38b3f.html
122330055,光影,7.1,youku,http://list.youku.com/show/id_zc6f4d3ca81a211e4a080.html
421755304,仙剑客栈 第一季,8.9,youku,http://list.youku.com/show/id_z5d985078c0b811e4b432.html
335690894,春江英雄之秀才遇到兵,9.4,youku,http://list.youku.com/show/id_zd66046b4e1b511e4b692.html
41545865,隋唐英雄之薛刚反唐  TV版,8,youku,http://list.youku.com/show/id_ze9f2841cbcc111e49e2a.html
113146311,妈妈向前冲,8.6,youku,http://list.youku.com/show/id_zb40bee48b5a411e4b8e3.html
35664441,鸳鸯佩,7.6,youku,http://list.youku.com/show/id_z7afcd086db7c11e1a19e.html
8369070,刺蝶,7.8,youku,http://list.youku.com/show/id_z175c250c42ce11e4b2ad.html
320633471,罗龙镇女人,7.8,youku,http://list.youku.com/show/id_z8dc3fdeedcb911e3a705.html
93022356,继父回家,8.5,youku,http://list.youku.com/show/id_zb2074ca87ee611e5b2ad.html
285815425,铁核桃,7.8,youku,http://list.youku.com/show/id_ze524a4629c8f11e4b522.html
670920727,家和万事兴 TV版,9.3,youku,http://list.youku.com/show/id_zc44d030cb1b011e4b522.html
2436542181,秦时明月 TV版,9.6,youku,http://list.youku.com/show/id_z4035f626850211e4b432.html
416893850,石敢当之雄峙天东,8.9,youku,http://list.youku.com/show/id_z8eb0eaceb33111e4b8e3.html
273289299,满仓进城,7,youku,http://list.youku.com/show/id_z2e217db2130511e4b2ad.html
211988783,花红花火,7.2,youku,http://list.youku.com/show/id_zb7f259a0656011e4a080.html
306602269,雪豹坚强岁月,7.3,youku,http://list.youku.com/show/id_z62144ad42e5b11e4abda.html
180117585,恋爱相对论,7.5,youku,http://list.youku.com/show/id_z9f302cac054f11e3a705.html
280875904,飞哥大英雄,3.9,youku,http://list.youku.com/show/id_z8f985e52678f11e38b3f.html
144692159,铁血尖刀,4.9,youku,http://list.youku.com/show/id_z75e7442416c611e3a705.html
102703232,武媚娘传奇 浙江卫视TV版,8.5,youku,http://list.youku.com/show/id_zf519d1029c9f11e4b2ad.html
408523327,把爱带回家 TV版,7.5,youku,http://list.youku.com/show/id_z7a1caccacaa611e3b8b7.html
598242014,爱情回来了,8.6,youku,http://list.youku.com/show/id_z54d0c64cec7811e3b8b7.html
594765881,一代枭雄,5.9,youku,http://list.youku.com/show/id_z6b6f9df8d4b211e299f6.html
185726609,涛女郎,5.9,youku,http://list.youku.com/show/id_zfabed00ad01511e38b3f.html
882457144,因为爱情 第二部 TV版,6.8,youku,http://list.youku.com/show/id_z4e77053855d011e4a080.html
147514554,薛丁山,5.2,youku,http://list.youku.com/show/id_z0b71ab26822411e196ac.html
480747457,鹿鼎记,8.4,youku,http://list.youku.com/show/id_z335532c627e011e3b8b7.html
591701501,大丈夫,5,youku,http://list.youku.com/show/id_zc956b924817811e3a705.html
410865580,绝地枪王,6.2,youku,http://list.youku.com/show/id_z2dc220ae484011e4a080.html
291082002,大汉贤后卫子夫 未删减版,8.3,youku,http://list.youku.com/show/id_z283daf72283311e48b3f.html
80507238,新济公活佛 未删减版,8.6,youku,http://list.youku.com/show/id_ze22734fe277911e4b8b7.html
2698115272,武媚娘传奇 湖南卫视TV版,8.9,youku,http://list.youku.com/show/id_zdfee6f12875611e4b2ad.html
453784548,刀客家族的女人,5.6,youku,http://list.youku.com/show/id_za1924b2ad00f11e3b8b7.html
700102572,产科男医生,5.5,youku,http://list.youku.com/show/id_zff173c06c4c011e38b3f.html
595213944,一仆二主,6.5,youku,http://list.youku.com/show/id_z5d61d6c2a4dc11e3a705.html
281530591,恋恋不忘,7.6,youku,http://list.youku.com/show/id_z95224500facd11e3b8b7.html
132780928,战火连天,5.1,youku,http://list.youku.com/show/id_za18e8a04f13811e3a705.html
524746472,我爱男闺蜜,6,youku,http://list.youku.com/show/id_z7dbef282330411e3a705.html
93767812,红色,9.2,youku,http://list.youku.com/show/id_zf2a09a4034d611e4abda.html
1218415598,错点鸳鸯 戏点鸳鸯,6.4,youku,http://list.youku.com/show/id_zff11bd18562611e1b318.html
953588207,乡村爱情圆舞曲,5.9,youku,http://list.youku.com/show/id_z9523895cc13911e296da.html
123184788,伪装者 未删减版,9.6,youku,http://list.youku.com/show/id_zbb8b07e83ce111e5a080.html
281711731,神犬小七 TV版,9.7,youku,http://list.youku.com/show/id_zd5abd66c252f11e5b692.html
1232090441,虎妈猫爸,9.7,youku,http://list.youku.com/show/id_z9f94b860cc6411e49e2a.html
37999318,特警力量 DVD版,8.8,youku,http://list.youku.com/show/id_z756d48a0dd9d11e4abda.html
683076208,长在面包树上的女人,9.5,youku,http://list.youku.com/show/id_za816fb62b44111e19013.html
1148432687,大好时光,9.7,youku,http://list.youku.com/show/id_z4633c05e55d011e5a080.html
291426615,大刀记,7.4,youku,http://list.youku.com/show/id_z0650a4b8979c11e4abda.html
1388249020,千金女贼 TV版,9.3,youku,http://list.youku.com/show/id_zad0e27b6531511e38b3f.html
124839778,好想好想爱上你,9.1,youku,http://list.youku.com/show/id_zf93ca35ad9d911e4b432.html
71952524,嘿！真不是闹着玩的,8.5,youku,http://list.youku.com/show/id_z7e8a8faab1c011e4b522.html
158000866,杀寇决,7.9,youku,http://list.youku.com/show/id_z604d421e4f5311e4b432.html
25982728,卧底,8.3,youku,http://list.youku.com/show/id_zd3a3859c508e11e5a080.html
289303421,生死连,8.2,youku,http://list.youku.com/show/id_z885773a0e33811e49e2a.html
741545668,幸福归来,9.3,youku,http://list.youku.com/show/id_zcea75de01a4511e5b2ad.html
225642021,嘿，老头！,9.2,youku,http://list.youku.com/show/id_z5785e428cddf11e4b8e3.html
1011289058,妻子的谎言,9,youku,http://list.youku.com/show/id_z524b772a447d11e4abda.html
418851349,激战,8.7,youku,http://list.youku.com/show/id_z4922a8503b1011e5a080.html
263980552,我的二哥二嫂,8.3,youku,http://list.youku.com/show/id_z7a5b6434a2c211e4abda.html
391767248,枪侠,8.8,youku,http://list.youku.com/show/id_z85154312801311e4abda.html
792366695,偏偏喜欢你 TV版,9.6,youku,http://list.youku.com/show/id_z685cd3d45fe311e4b2ad.html
1630876220,特警力量 TV版,9.3,youku,http://list.youku.com/show/id_zf14b1596dd9911e49e2a.html
271799389,花千骨 未删减版,9.2,youku,http://list.youku.com/show/id_zc7c670be07ff11e48b3f.html
1772929098,克拉恋人 TV版,9.8,youku,http://list.youku.com/show/id_zcfe83b2aa50111e4abda.html
1320757666,伪装者 TV版,9.8,youku,http://list.youku.com/show/id_z84ce043c4fd111e5a080.html
699237144,封神英雄,9,youku,http://list.youku.com/show/id_z895039c6b27911e4b8e3.html
2100166414,何以笙箫默,9.6,youku,http://list.youku.com/show/id_z0af300b2ed2c11e3b8b7.html
3743336342,花千骨 TV版,9.9,youku,http://list.youku.com/show/id_zaf02ac580b5711e5a080.html
467085070,野山鹰,8.2,youku,http://list.youku.com/show/id_zf65e90a030f811e59e2a.html
3801646917,琅琊榜,9.9,youku,http://list.youku.com/show/id_zd56886dc86fc11e3a705.html
