rating2,ranking2,link,style,year,share3,actors4,actors2,thumbs_up,seasons,ranking3,name3,show_theatre,share2,name1,episodes,douban_score,share4,name2,length,rating4,show_date,play_count,show_time,actors1,ranking1,name4,location,aid1,rating1,ranking4,thumbs_down,title,production_company,aid4,share1,id,did,aid2,douban_num,score,show_platform,language,first_show,actors3,rating3,director,writer,aid3
,,https://movie.douban.com/subject/3018449/,古装,1992,,米雪,杨玉梅,,1,,,,,,30,7.5,,,,,,,,邓浩光,,,香港,,,,,92仙鹤神针,,,,3018449,,,743,,,,,翁虹,,范秀明,陈志强,
,,https://movie.douban.com/subject/26339658/,悬疑,2015,,藤冈靛,川口春奈,,1,,,,,,11,6.9,,, 40分钟,,,,2015-07-09（每周四晚十点）,北川景子,,,日本,,,,,侦探的侦探,日本富士电视台,,,26339658,,,3021,,日本富士电视台,,2015-07-09(日本),三浦贵大,,石井祐介,徳永友一,
,,https://movie.douban.com/subject/3003095/,剧情,2006,,贾兆冀,施羽,,1,,,,,,30,7,,,,,,,,刘雪华,,,中国大陆,,,,,春天后母心,民间全民电视公司,,,3003095,,,1102,,,,,王道,,陈路,边立民,
,,https://movie.douban.com/subject/25809324/,犯罪/悬疑,2014,,金智媛,成东日,,1,,,,,,20,7.3,,, 60分钟,,2014-04-11,,,尹相铉,0,,韩国,,,,,岬童夷,Pan Entertainment,,,25809324,,,2660,,,,2014-04-11(韩国),金敏贞,,赵秀沅,权音美,
,,https://movie.douban.com/subject/2155300/,,2001,,张安安,焦晃,,1,,,,,,20,7.8,,,,,,,,张国立,,,中国大陆,,,,,忠诚,,,,2155300,,,546,,,,2001-08,刘蓓,,胡玫,周梅森,
,,https://movie.douban.com/subject/4281603/,剧情/爱情,2010,,徐智锡,高周元,,1,,,,,,16,8.2,,,,,,,,张瑞希,,,韩国,,,,,妇产科,,,,4281603,,,1788,,,,2010-02-03(韩国),宋仲基,,李贤直,崔熙拉,
,,https://movie.douban.com/subject/1301252/,剧情,1989,,克里斯提娜·杨达,奥拉夫·卢巴申科,,1,,,,,,10,9,,, 55分钟 / 572分钟(电影节版),,,,,阿图尔·巴奇斯,,,波兰/西德,,,,,十诫,,,,1301252,,,14355,,,,1989-09(威尼斯电影节),昂里克·巴兰诺斯基,,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,
,,https://movie.douban.com/subject/25851664/,剧情/爱情,2015,,于明加,杜淳,,1,,,幸福剧场,,,41,5.9,,,,,2015年12月23日,,每晚19:35,李小冉,,,中国大陆,,,,,老婆大人是80后,杭州嘉艺影视传媒有限公司、安徽时代出版、华录百纳、北京金天地,,,25851664,,,1371,,江苏卫视,,2015-12-23(中国大陆),张嘉译,,刘进,张敬文学工作室,
,,https://movie.douban.com/subject/5905773/,动作/奇幻/武侠,2011,,王建福,穆婷婷,,1,,,,,,21,7.5,,, 45分钟,,,,,释小龙,,,中国大陆,,,,,七种武器之孔雀翎,海南周易影视制作公司,,,5905773,,,956,,,,2011-01-02(中国),于波,,张大鹏,靳蕊,
,,https://movie.douban.com/subject/1795576/,喜剧/运动,2003,,石垣佑磨,森山未来,,1,,,,,,11,8.4,,, 45分钟,,,,,山田孝之,,,日本,,,,,水男孩,蝴蝶传媒有限公司,,,1795576,,,2636,,,,2003-07-01(日本),瑛太,,佐藤祐市,桥本裕志,
,,https://movie.douban.com/subject/3110666/,剧情/爱情/历史,1999,,王同辉,梁冠华,,1,,,,,,20,8.5,,,,,,,,陈道明,,,中国大陆,,,,,二马,,,,3110666,,,311,,,,1999,芭芭拉·威尔舍,,沈好放,崔光远,
,,https://movie.douban.com/subject/4803058/,剧情/爱情,2011,,高虎,薛佳凝,,1,,,,,,33,7.4,,,,,,,1992年10月5日-1992年11月27日,段奕宏,,,中国大陆,,,,,大时代,香港电视广播有限公司,,,4803058,,,512,,香港无线电视台,,2011-07-05,蒋勤勤,,汪俊,林黎胜,
,,https://movie.douban.com/subject/4942670/,剧情/爱情/家庭,2010,,李坤霖,马苏,,1,,,,,,28,7.3,,, 45分钟,,,,2010年8月14日,黄海波,,,中国大陆,,,,,我的美丽人生,北京华录百纳影视有限公司,,,4942670,,,672,,CCTV-1,,2010-08-14(中国大陆),李明启,,汪俊,王丽萍,
,,https://movie.douban.com/subject/2363854/,科幻/悬疑,1998,,林湘萍,郑慧玉,,1,,,,,,24,7.6,,, 48,,,,,陶大宇,,,香港/新加坡,,,,,卫斯理传奇,,,,2363854,,,1106,,,,1998-09-15(香港),李南星,,刘天富,卫斯理,
,,https://movie.douban.com/subject/4903612/,剧情/爱情,2010,,颖儿,蓝正龙,,1,,,,,,20,4.7,,,,,,,"2010年7月26日
[12]",张嘉倪,,,中国大陆,,,,,丝丝心动,,,,4903612,,,1112,,湖南卫视“金鹰独播剧场”,,2010-07-20(中国大陆),张丹峰,,丁仰国,琼瑶,
,,https://movie.douban.com/subject/3128190/,剧情/爱情,2002,,吴晓敏,杨俊毅,,1,,,,,,26,4.9,,,,,,,2003年6月9日,于波,,,中国大陆,,,,,水晶之恋,上海剧酷文化传播有限公司,,,3128190,,,947,,上视生活时尚频道,,2002,颖儿,,黎文彦,冯俐,
,,https://movie.douban.com/subject/4005194/,剧情/家庭,2009,,崔福岩,李奎汉,,1,,,,,,45,8.2,,,,,,,,李珉廷,,,韩国,,,,,请你微笑,,,,4005194,,,1652,,,,2009-09-26,李天熙,,李太坤,文熙贞,
,,https://movie.douban.com/subject/4058882/,悬疑,2009,,侯耀华,王策,,1,,,,,,30,7.4,,, 52分钟,,2009年11月17日,,晚20:00分播出,刘佳,,,中国大陆,,,,,密战,,,,4058882,,,755,,,,2009-10-15(中国大陆),祖峰,,穆德远,梁振华,
,,https://movie.douban.com/subject/25839002/,剧情/家庭,2014,,王耀庆,刘若英,,1,,,梦想剧场,,,36,6.6,,,,,2014年10月13日,,每天19:30,张国立,,,中国大陆,,,,,半路父子,上海银润传媒广告有限公司,,,25839002,,,1259,,东方卫视,,2014-10-13(中国大陆),童蕾,,张国立,刘芳,
,,https://movie.douban.com/subject/4821037/,剧情,2011,,苗侨伟,赵子琪,,1,,,,,,46,5.9,,,,,,,,田海蓉,,,中国大陆,,,,,金枝玉叶,,,,4821037,,,661,,,,2011-08-22(中国大陆),张萌,,林龙  何洛  罗刚,张巍,
,,https://movie.douban.com/subject/3098895/,动作/犯罪/剧情,2008,,大卫·佩特考,艾米·乔·约翰逊,,5,,,,,,9,8,,, 45分钟,,,,,休·狄伦,,,美国/加拿大,,,,,闪点行动 第一季,,,,3098895,,,1203,,,,2008-07-11,恩里克·克兰东尼,,Mark Ellis,Mark Ellis,
,,https://movie.douban.com/subject/26791597/,剧情/悬疑,2016,,伊野尾慧,玉山铁二,,1,,,,,,9,5.8,,, 54分钟,,2016年7月17日,,,藤原龙也,,,日本,,,,,遗失身份,日本电视台,,,26791597,,,2699,,,,2016-07-17(日本),二阶堂富美,,佐藤东弥,秦建日子,
,,https://movie.douban.com/subject/6429636/,剧情/犯罪,2011,,凯文·兰金,迪伦·沃尔什,,4,,,,,,22,6.8,,, 60分钟,,,,,波普伊·蒙哥马利,,,美国,,,,,记忆神探  第一季,,,,6429636,,,1834,,,,2011-09-20(美国),迈克尔·加斯顿,,涅尔斯·阿登·欧普勒夫,John Bellucci,
,,https://movie.douban.com/subject/4320241/,剧情/爱情/犯罪,2009,,李曼,李晨,,1,,,,,,23,7.4,,, 40分钟,,,,,霍思燕,,,中国大陆,,,,,孽缘,,,,4320241,,,977,,,,2009 -08-29,刘恩佑,,钟澍佳,王倦,
,,https://movie.douban.com/subject/20280228/,剧情,2012,,韩可露,郑素敏,,1,,,,,,20,7.8,,, 60分钟,,2012.10.29~2013.01.01,,,盛骏,,,韩国,,,,,我们可以结婚吗,Drama House,,,20280228,,,2035,,,,2012-10-29,金英光,,金尹哲,하명희,
,,https://movie.douban.com/subject/7005156/,喜剧,2011,,坂田梨香子,桐山涟,,1,,,,,,8,7.4,,, 30分钟,,,,2011年12月24日,西内玛利亚,,,日本,,,,,双面少女,富士电视台,,,7005156,,,4777,,,,2011-12-24(日本),陈内将,,叶山浩树,宇山佳佑,
,,https://movie.douban.com/subject/25899392/,剧情/喜剧,2015,,丹尼斯·吴,于明加,,1,,,,,,38,6.3,,,,,2015年11月29日,,,林永健,6.631578947368421,,中国大陆,,0.7770526315789474,,,桃花运,北京华录百纳影视股份有限公司,,2.012,25899392,,,264,,"浙江卫视
[3]",,2015-11-29(中国大陆),张凯丽,,刘新,李芳,
,,https://movie.douban.com/subject/3175664/,剧情/动作,2004,,秦岚,安以轩,,1,,,,,,40,5.7,,, 40分钟,,,,,何润东,,,台湾,,,,,中华英雄,嘉禾电影有限公司最佳拍档有限公司,,,3175664,,,676,,,,2004,蓝正龙,,刘伟强,马荣成,
,,https://movie.douban.com/subject/26333136/,剧情/古装,2016,,郭芮溪,迪丽热巴,,1,,,,,,40,5.2,,, 45分钟,,,,,林峰,,,中国大陆,,,,,六扇门,东阳捷成瑞吉祥影视传媒、浙江聚成和信、青岛凤凰影视,,,26333136,,,912,,,,2016-06-20(中国大陆),方中信,,刘国辉,徐小朋,
,,https://movie.douban.com/subject/26258795/,悬疑,2015,,永山绚斗,木村佳乃,,1,,,,,,5,8.1,,,,,,,,皮埃尔泷,,,日本,,,,,昭和64年,,,,26258795,,,2194,,,,2015-04-18(日本),新井浩文,,井上刚,大森寿美男,
,,https://movie.douban.com/subject/10518901/,剧情/家庭,2010,,赵锦焘,张瑞希,,1,,,午间剧场,,,30,5.4,,, 40分钟,,"2012年2月27日
[15]",,11:27,林永健,,,中国大陆,,,,,林师傅在首尔,中视影视制作有限公司、北京华晟泰通传媒投资有限公司,,,10518901,,,982,,央视电视剧频道,,2012-02-26,张佳宁,,余淳,李晓明,
,,https://movie.douban.com/subject/25966023/,剧情/悬疑,2014,,早见明里,绫野刚,,1,,,,,,10,6.6,,, 45分钟,,2014-10-21,,,武井咲,,,日本,,,,,全部成为F,未知,,,25966023,,,3709,,,,2014-10-21(日本),小泽征悦,,城宝秀则,黒岩勉,
,,https://movie.douban.com/subject/26358783/,动作/科幻,2016,,温特沃斯·米勒,维克多·加博,,3,,,,,,16,5.6,,, 40分钟,,,,,亚瑟·达维尔,,,美国,,,,,明日传奇 第一季,,,,26358783,,,2332,,,,2016-01-21(美国),凯蒂·洛茨,,德莫特·唐斯,格里格·伯兰蒂,
,,https://movie.douban.com/subject/3095446/,犯罪/剧情,2008,,玛姬·丝弗,查理·汉纳姆,,7,,,,,,13,8.4,,, 45分钟,,,,,凯特蕾·萨加尔,,,美国,,,,,混乱之子 第一季,,,,3095446,,,1000,,,,2008-09-03(美国),朗·普尔曼,,Kurt Sutter,Kurt Sutter,
,,https://movie.douban.com/subject/3158721/,悬疑,2008,,陈西贝,贾乃亮,,1,,,,,,22,4.1,,,,,,,2006-07-09,何洁,,,中国大陆,,,,,美丽分贝,,,,3158721,,,823,,浙江电视台教育科技频道,,,黄雅莉,,王子鸣,孙子荣,
,,https://movie.douban.com/subject/3221598/,剧情/喜剧/爱情,1991,,俞小凡,金超群,,1,,,,,,53,8.2,,, 65分钟,,,,,张晨光  劉德凱,,,台湾,,,,,京城四少,,,,3221598,,,659,,,,1991-09-23,吴少刚,,赖水清,王蕙玲,
,,https://movie.douban.com/subject/2340768/,剧情/爱情,2007,,王志华,奚美娟,,1,,,,,,24,6.4,,, 45分钟,,,,,陶虹,,,中国大陆,,,,,保姆,,,,2340768,,,586,,,,2007,王志飞,,刘新,王丽萍,
,,https://movie.douban.com/subject/3831622/,动作,1973,,朝加真由美,名古屋章,,1,,,,,,53,8.2,,,,,,,,筱田三郎,,,日本,,,,,泰罗奥特曼,,,,3831622,,,2451,,,,1973-04-06(日本),東野孝彦,,熊谷健,田口成光,
,,https://movie.douban.com/subject/26752161/,剧情/犯罪/惊悚,2016,,莫蕾娜·巴卡林,罗宾·泰勒,,3,,,,,,22,8.6,,, 45分钟,,,,,本·麦肯锡,,,美国,,,,,哥谭 第三季,DC娱乐，华纳兄弟,,,26752161,,,1764,,,,2016-09-19(美国),科里·迈克尔·史密斯,,丹尼·加农,布鲁诺·海勒,
,,https://movie.douban.com/subject/2032236/,动画/动作/喜剧,1992,,篠原惠美,久川绫,,1,,,,,,46,8.4,,, 30分钟,,,,,三石琴乃,,,日本,,,,,美少女战士,,,,2032236,,,36333,,,,1997-06-01(中国大陆),富泽美智惠,,佐藤顺一,武内直子,
,,https://movie.douban.com/subject/5355155/,犯罪,2011,,须藤理彩,木村多江,,1,,,,,,10,6.5,,, 54分钟,,,,,北川景子,,,日本,,,,,LADY~最后的犯罪心理分析官~,日本TBS电视台,,,5355155,,,6032,,,,2011-01-07(日本),平冈佑太,,平野俊一,荒井修子,
,,https://movie.douban.com/subject/2018380/,喜剧/犯罪/剧情,2007,,塚本晋也,大后寿寿花,,1,,,,,,11,8.4,,, 46分钟,,,,,松山研一,,,日本,,,,,七彩音和若波,,,,2018380,,,1799,,,,2007-04-10(日本),村川绘梨,,佐藤东弥,木皿泉,
,,https://movie.douban.com/subject/25769158/,动作/科幻,2016,,阿尔法·伍达德,马赫沙拉·阿里,,2,,,,,,13,7,,, 55分钟,,,,,麦克·柯尔特,,,美国,,,,,卢克·凯奇 第一季,,,,25769158,,,1655,,,,2016-09-30(美国),弗兰基·费森,,安迪·戈达德,乔·霍代里·库克,
,,https://movie.douban.com/subject/10527278/,,2012,,杨议,李勤勤,,1,,,,,,30,6.3,,,,,,,2012年9月21日,王丽云,,,中国大陆,,,,,岳母的幸福生活,北京银河昊星文化传媒有限责任公司；海宁敦盛影视传媒有限公司,,,10527278,,,617,,北京卫视、深圳卫视,,2012-09-05,柳岩,,王志军,王志军,
,,https://movie.douban.com/subject/26660067/,剧情/动作/惊悚,2016,,Kellita Smith,拉塞尔·霍奇金森,,3,,,,,,14,7.3,,, 44分钟,,,,,约瑟夫·盖特,,,美国,,,,,僵尸国度 第三季,,,,26660067,,,1066,,,,2016-09-16(美国),DJ·考尔斯 DJ Qualls,,Abram Cox,Craig Engler,
,,https://movie.douban.com/subject/10543895/,喜剧/悬疑/犯罪,2012,,Daisy Beaumont,苏兰·琼斯,,4,,,,,,2,8.2,,, 45分钟,,,,"26 August
2012",约翰·汉纳,,,英国,,,,,矢在弦上 第一季,,,,10543895,,,1884,,,,2012-08-26,Julian Rhind-Tutt,,吉姆·奥汉龙,查理·布鲁克,
,,https://movie.douban.com/subject/3696533/,剧情/家庭,2009,,孙松,吴秀波,,1,,,,,,25,8.2,,,,,,,,刘蓓,,,中国大陆,,,,,嫁衣,,,,3696533,,,921,,,,,何政军,,马进,秦悦,
,,https://movie.douban.com/subject/26265151/,剧情,2015,,高雅星,柳好贞,,1,,,,,,30,8.2,,, 60分钟,,2015年2月23日,,周一、二21:00,刘俊相,,,韩国,,,,,听到传闻,Paulownia,,,26265151,,,1675,,,,2015-02-23(韩国),李准,,安畔锡,郑成珠,
,,https://movie.douban.com/subject/10558458/,喜剧/爱情,2012,,林秀香,李章宇,,1,,,,,,16,6.6,,, 60分钟,,2012年5月30日,,,金宣儿,,,韩国,,,,,I DO I DO,韩国MBC电视台,,,10558458,,,2429,,韩国MBC电视台,,2012-05-30(韩国),朴健衡 ,,姜大选,赵政,
,,https://movie.douban.com/subject/10455637/,喜剧/爱情/家庭,2012,,岑丽香,黄淑仪,,1,,,,,,22,6.9,,, 45分钟,,,,,汪明荃,,,香港,,,,,巴不得妈妈...,,,,10455637,,,2838,,,,2012-08-27(香港),钱嘉乐,,潘嘉德,陈金铃,
,,https://movie.douban.com/subject/25772602/,剧情/犯罪/悬疑,2014,,格雷格·亨利,乔尔·金纳曼,,4,,,,,,6,8.7,,, 60分钟,,,,,米瑞·伊诺丝,,,美国,,,,,谋杀 第四季,,,,25772602,,,2931,,,,2014-08-01(美国),琼·艾伦,,妮可·卡索,魏娜·莎德,
,,https://movie.douban.com/subject/5347185/,剧情/喜剧,2011,,尼克·鲁,Rowly Dennis,,0,,,,,,18,7.2,,, 40分钟,,,,,马修·阿特金森,,,美国,,,,,设计人生,,,,5347185,,,4453,,,,2012-01-03(美国),大卫·高德曼,,加文·勃劳恩,Aaron Serna,
,,https://movie.douban.com/subject/2071305/,剧情/爱情/家庭,1996,,崔智友,李成延,,1,,,,,,66,8.6,,, 60分钟,,,,,崔秀钟,,,韩国,,,,,初恋,,,,2071305,,,1205,,,,1996-06-07(韩国),裴勇俊,,李应振,赵笑慧,
,,https://movie.douban.com/subject/25890055/,悬疑/奇幻,2014,,布丽·特纳,比茜·图诺克,,6,,,,,,22,8,,, 40分钟,,,,,大卫·君图力,,,美国,,,,,格林 第四季,,,,25890055,,,2124,,,,2014-10-24(美国),塞拉斯·威尔·米切尔,,Norberto Barba,Stephen Carpenter,
,,https://movie.douban.com/subject/26292926/,剧情/古装,2014,,初家晴,季晨,,1,,,,,,50,5.9,,, 20分钟,,,,,袁中方,,,中国大陆,,,,,拐个皇帝回现代,乐视网信息技术（北京）股份有限公司,,,26292926,,,1753,,,,2014-12-29(中国大陆),郭郁滨,,朱少杰,张艺耀,
,,https://movie.douban.com/subject/3022209/,剧情,2008,,桐谷健太,市原隼人,,1,,,,,,11,8.6,,,,,2008年4月19日,,,佐藤隆太,,,日本,,,,,菜鸟总动员,TBS电视台,,,3022209,,,4852,,,,2008-04-19(日本),高冈奏辅,,平川雄一朗,泉吉紘,
0.6669772727272728,,https://movie.douban.com/subject/10788821/,剧情/爱情,2013,,陈赫,谢佳见,,1,,,《海豚第一剧场》,,,84,4.7,,, 43分钟,,,,2013年2月11日起每晚19:30,戚薇,,,中国大陆,,0.6623863636363637,,,爱情自有天意,上海辛迪加影视有限公司,,,10788821,,,1416,,安徽卫视,,2013-02-11(中国大陆),娄艺潇,,陈慧翎,主演,
,,https://movie.douban.com/subject/3112510/,喜剧,2002,,西恩·海耶斯,黛博拉·梅辛,,9,,,,,,24,9.3,,, 23分钟,,,,,艾瑞克·麦柯马克,,,美国,,,,,威尔和格蕾丝  第五季,,,,3112510,,,2337,,,,2002-09-26(美国),梅根·莫拉莉,,詹姆斯·伯罗斯,Adam Barr,
,,https://movie.douban.com/subject/3660851/,,2005,,保剑锋,唐国强,,1,,,,,,38,5.8,,,,,,,2006-02-11,刘晓庆,,,中国大陆,,,,,永乐英雄儿女,,,,3660851,,,558,,"北京四套
[10]",,2005,刘涛,,于敏,吴玉中,
,,https://movie.douban.com/subject/10744986/,动作/科幻/惊悚,2012,,德鲁·罗伊,诺亚·怀尔,,5,,,,,,10,7.5,,, 45分钟,,,,,马克西·奈特,,,美国/加拿大,,,,,陨落星辰 第二季,TNT,,,10744986,,,1936,,,,2012-06-17(美国),穆恩·布拉得古德,,卡尔·弗兰克林,罗伯特·罗达特,
,,https://movie.douban.com/subject/25835485/,剧情/传记,2016,,卢奇,唐国强,,1,,,第一特约剧场,,,41,8.1,,, 45分钟,,"2016年7月4日
[1]",,,孙维民,,,中国大陆,,,,,海棠依旧,河北电影制片厂，北京金璇文化交流有限责任公司,,,25835485,,,1215,,央视一套,,2016-07-04(中国大陆),黄薇,,陈力,张法纯,
,,https://movie.douban.com/subject/26724689/,喜剧,2017,,卡拉·吉门内斯,索菲亚·布莱克-德埃利亚,,2,,,,,,18,7.6,,, 42分钟,,,,,凯特琳·奥尔森,,,美国,,,,,衰女翻身 第一季,,,,26724689,,,1688,,,,2017-01-01(美国),托马斯·巴布萨卡,,兰德尔·艾因霍恩,戴夫·切尔诺,
,,https://movie.douban.com/subject/2251176/,喜剧/悬疑/爱情,2007,,Jean Smart,Jean Smart ...  Regina Newly,,2,,,,,,15,7.5,,, 22分钟,,,,,Christina Applegate ...  Samantha,,,美国,,,,,第二人生 第一季,,,,2251176,,,2043,,,,2007-06-01(美国),Jennifer Esposito ...  Andrea,,Cecelia Ahern,西西莉亚·埃亨,
,,https://movie.douban.com/subject/2154324/,剧情/犯罪,2006,,吉米-林·辛格勒,洛南·布雷科,,6,,,,,,21,9.2,,, 58分钟,,,,,詹姆斯·甘多菲尼,,,美国,,,,,黑道家族  第六季,,,,2154324,,,1661,,,,2006-03-12(美国),埃迪·法可,,蒂莫西·范·帕腾,大卫·切斯,
,,https://movie.douban.com/subject/26213932/,喜剧/爱情/同性,2014,,禾小斗,马昕墨,,1,,,,,,9,7.1,,, 15分钟,,,,,木木,,,中国大陆,,,,,一屋赞客 第一季,,,,26213932,,,905,,,,2014-10-29(中国大陆),麻唐,,明焱,苏来,
,,https://movie.douban.com/subject/26384793/,喜剧,2015,,福雷斯特·惠勒,康斯坦斯·吴,,3,,,,,,24,8.3,,,,,,,,兰道尔·朴,,,美国,,,,,初来乍到 第二季,ABC,,,26384793,,,1411,,,,2015-09-22(美国),哈德森·杨,,琳·谢尔顿,Nahnatchka Khan,
,,https://movie.douban.com/subject/3571532/,剧情/犯罪/悬疑,2009,,横山裕,真矢未树,,1,,,,,,10,7.3,,, 46分钟,,2009/04/18,,,樱井翔,,,日本,,,,,益智游戏2,日本电视台,,,3571532,,,5443,,,,2009-04-18(日本),松浦亚弥,,南云圣一,及川拓郎,
,,https://movie.douban.com/subject/24713803/,剧情/动作/惊悚,2013,,罗布森.格林,沙利文·斯特普尔顿,,6,,,,,,10,8.6,,, 45分钟,,,,,菲利普·文切斯特,,,英国,,,,,反击 第四季,,,,24713803,,,2714,,,,2013-08-09(英国),罗娜·迈特拉,,Julian Holmes,迈克尔·巴塞特,
,,https://movie.douban.com/subject/24700906/,剧情/犯罪/悬疑,2013,,罗伯特·大卫·豪尔,乔治·艾德斯,,15,,,,,,22,8.6,,, 60分钟,,,,,特德·丹森,,,美国,,,,,犯罪现场调查 第十四季,哥伦比亚广播公司（CBS）,,,24700906,,,1783,,,,2013-09-25(美国),艾瑞克·兹曼达,,阿莱克·斯迈特,安东尼·E·祖克尔,
,,https://movie.douban.com/subject/3010184/,喜剧/古装,2006,,张国立,韩雨芹,,1,,,,,,30,4.4,,, 45分钟,,,,2007年8月5日,张默,,,中国大陆,,,,,济公新传,,,,3010184,,,759,,BTV-2,,2006-12-29(中国大陆),张澜澜,,张国立,邹静之,
,,https://movie.douban.com/subject/3868147/,剧情/历史,2010,,广末凉子,香川照之,,1,,,,,,48,8.5,,, 45分钟,,,,,福山雅治,,,日本,,,,,龙马传,,,,3868147,,,3450,,,,2010-01-03(日本),大森南朋,,大友啓史,福田靖,
,,https://movie.douban.com/subject/5414629/,剧情/喜剧,2005,,迈克尔·塞拉,波西亚·德·罗西,,5,,,,,,13,9.3,,, 30分钟,,,,,杰森·贝特曼,,,美国,,,,,发展受阻 第三季,,,,5414629,,,1594,,,,2005-09-19,威尔·阿奈特,,Mitchell Hurwitz,Steven Wishnoff,
,,https://movie.douban.com/subject/26776343/,剧情,2017,,李善彬,白珍熙,,1,,,,,,16,7,,,,,,,,郑京浩,,,韩国,,,,,Missing 9,,,,26776343,,,1299,,,,2017-01-18(韩国),朴灿烈,,최병길,한정훈,
,,https://movie.douban.com/subject/3254237/,剧情/家庭,2008,,高兰村,李光洁,,1,,,,,,24,7.1,,, 40分钟,,,,,王学兵,,,中国大陆,,,,,柳叶刀,,,,3254237,,,653,,,,2009-03-26(中国大陆),张歆艺,,张建栋,林黎胜,
,,https://movie.douban.com/subject/3133991/,,2005,,吴珠恩,金承秀,,1,,,,,,159,6.6,,,,,,,,李宝英,,,韩国,,,,,可爱的你,银都机构、寰宇娱乐、剧魔影业、精鹰传媒等,,,3133991,,,1246,,,,2005-02-14,李昌勋 Chang-hoon  Lee,,文宝贤,崔贤京,
,,https://movie.douban.com/subject/3120220/,剧情/冒险,1996,,叶童,刘松仁,,1,,,,,,40,8.2,,, 45分钟,,,,,谢贤,,,香港,,,,,千王之王重出江湖,,,,3120220,,,898,,,,1996,黄仲昆,,曾谨昌,陈十三,
0.4814285714285713,4.9523809523809526,https://movie.douban.com/subject/26351026/,剧情/爱情,2016,,袁冰妍,戚薇,,1,,,幸福剧场,1.4966666666666664,,40,5.5,,,,,,,"2016年4月16日
[20]",王耀庆,2.391304347826087,,中国大陆,,1.110608695652174,,,我是杜拉拉,好剧影视,,3.195739130434783,26351026,,,1415,,江苏卫视,,2016-04-16(中国大陆),朱泳腾,,刘俊杰,洪靖惠,
,,https://movie.douban.com/subject/26292430/,剧情/历史/战争,2013,,所罗伯·拉兹·迦因 Saurabh Raj Jain,Sayantani Ghosh,,1,,,,,,,8.9,,, 20分钟,,,,,Praneet Bhatt,,,印度,,,,,摩诃婆罗多,,,,26292430,,,990,,,,2013-09-16(印度),Aparna Dixit,,Siddharth Kumar Tewary,Sharmin Joseph,
,,https://movie.douban.com/subject/4236836/,剧情,2011,,徐子珊,吴卓羲,,1,,,,,,30,6.3,,, 45分钟,,2011年6月13日— 7月22日 逢星期一至五 20:30-21:30（连广告）,,,郭晋安,,,香港,,,,,团圆,香港电视广播有限公司,,,4236836,,,2220,,无线电视翡翠台,,2011-06-13,陈锦鸿,,张乾文,阮少娜,
,,https://movie.douban.com/subject/25694222/,喜剧/古装,2015,,傅家缘,袁咏仪,,1,,,,,,10,5.4,,,,,,,,郭京飞,,,中国大陆,,,,,龙门镖局之为2归来,野火网络技术有限公司，360游戏,,,25694222,,,1313,,,,2015-11-06(中国大陆),张智霖,,王勇,宁财神,
,,https://movie.douban.com/subject/20374430/,惊悚,2012,,萨米·盖尔,查尔斯·丹斯,,1,,,,,,4,8.7,,, 60分钟,,,,,加布里埃尔·伯恩,,,英国,,,,,国家秘密,,,,20374430,,,1335,,,,2012-11-07,斯蒂芬·迪兰,,Ed Fraiman,Robert Jones,
,,https://movie.douban.com/subject/26642143/,剧情,2016,,李己雨,李圣旻,,1,,,,,,16,8.7,,, 60分钟,,,,,宋宣美,,,韩国,,,,,记忆,,,,26642143,,,954,,,,2016-03-18(韩国),金智秀,,朴灿弘,金智友,
,,https://movie.douban.com/subject/3295628/,喜剧,2005,,西恩·海耶斯,黛博拉·梅辛,,9,,,,,,23,9.4,,, 22分钟,,,,,艾瑞克·麦柯马克,,,美国,,,,,威尔和格蕾丝  第八季,,,,3295628,,,2319,,,,2005-09-29(美国),梅根·莫拉莉,,詹姆斯·伯罗斯,David Kohan,
,,https://movie.douban.com/subject/26322805/,科幻,2015,,禹童 Tong Yu,艾晓琪,,1,,,,,,20,7.1,,, 35分钟,,,,,经超,,,中国大陆,,,,,执念师 第一季,,,,26322805,,,2060,,,,2015-03-16(中国大陆),梁大维,,周琳皓,张鸢盎,
,,https://movie.douban.com/subject/26355630/,剧情/悬疑,2015,,佩丽冉卡·曹帕拉,乔安娜·布拉迪,,2,,,,,,22,6.5,,, 45分钟,,,,2015年10月19日,多格雷·斯科特,,,美国,,,,,谍网 第一季,ABC Studios[美国]  The Mark Gordon Company[美国],,,26355630,,,1917,,,,2015-09-27(美国),杰克·麦克劳克林,,Joshua Safran,乔舒亚·萨夫兰,
,,https://movie.douban.com/subject/25957411/,剧情/喜剧,2015,,梅格汉·马克尔,帕特里克·J·亚当斯,,7,,,,,,16,8.2,,, 40分钟,,,,,盖布瑞·马赫特,,,美国,,,,,金装律师 第五季,,,,25957411,,,2316,,,,2015-06-24(美国),里克·霍夫曼,,Anton Cropper,艾伦·科尔仕,
,,https://movie.douban.com/subject/5913012/,剧情,2011,,鲁敏宇,李珉廷,,1,,,,,,21,7.2,,,,,11.02.22,,,张赫,,,韩国,,,,,点金神手,,,,5913012,,,1538,,,,2011-02-21,金喜爱,,姜信浩,崔万奎,
,,https://movie.douban.com/subject/26265147/,喜剧,2014,,张本煜,刘浩,,1,,,,,,7,7.8,,, 25分钟,,,,,白客,,,中国大陆,,,,,报告老板之豪言壮旅,北京万合天宜影视文化有限公司,,,26265147,,,5406,,,,2014-11-20,刘循子墨,,刘循子墨,柯达,
